rewardvalue,mailertype,incomelevel,creditratingvalue,Credit Cards Held,Household Size,Average Balance,Offer Accepted
0,0,1,0,1,5,1050.25,No
1,1,3,2,1,3,933.25,No
0,0,3,1,2,3,1162.75,No
1,0,0,0,2,2,1098.5,No
3,1,1,0,1,6,341.75,No
3,0,1,1,1,3,265.25,No
0,0,0,2,1,3,307.25,No
1,0,3,0,1,4,843.25,No
3,0,1,1,2,2,1073,No
1,1,3,0,2,4,712,No
3,0,0,1,1,4,1222.25,No
3,1,0,1,1,2,800.5,No
3,0,3,1,3,5,1513,No
1,0,1,0,2,3,1034.25,No
1,0,3,0,2,4,1284.25,No
3,1,1,2,2,3,1049.5,No
0,0,1,0,2,4,880,No
1,0,1,1,1,4,1229.25,No
0,0,0,2,3,5,697.25,No
0,1,0,2,1,3,1086.25,No
0,1,0,0,1,3,987.5,No
0,1,1,0,2,3,960.5,No
0,0,0,1,2,3,1111.75,No
1,1,1,0,2,3,231.75,No
0,0,1,2,2,4,1185,No
1,0,0,1,2,5,1408,Yes
1,0,1,1,1,2,1155.25,No
3,1,1,1,1,5,635.5,No
1,1,1,0,1,4,939.25,No
1,1,1,1,2,3,727.5,No
3,0,3,1,1,4,1108.25,No
3,0,0,0,3,4,1263.5,No
0,0,1,1,1,4,1007.75,No
1,1,1,2,2,3,1845.75,No
3,0,3,2,2,4,1140,No
1,0,1,2,2,5,1209.75,No
0,1,1,0,1,4,671.5,No
3,0,1,2,2,3,866,Yes
1,0,3,1,2,4,1169.25,No
1,0,1,1,3,5,274,No
1,1,1,0,2,3,658.75,No
1,1,1,1,2,4,1012.25,No
1,0,3,2,1,4,691.5,No
3,1,0,1,1,4,926.5,Yes
3,0,3,1,2,3,789,No
0,0,0,2,2,2,1061,No
0,0,1,1,1,5,108.75,No
3,0,1,0,2,3,1027.25,No
1,0,0,2,2,3,978.25,No
0,0,0,2,1,5,1160.25,No
3,0,0,1,2,4,899.25,No
1,0,1,2,2,4,992.25,No
1,0,1,1,2,3,930,No
3,0,3,1,1,3,995.75,No
3,0,3,2,4,4,1335.25,No
3,0,1,0,2,4,1024.25,No
0,1,1,2,2,3,879.5,No
0,1,0,2,1,5,1374.5,No
0,0,1,1,1,4,1131.25,No
1,0,0,0,1,3,956.25,Yes
0,0,0,1,3,2,860.25,No
1,0,1,1,3,2,862.25,No
0,0,0,2,1,1,1534,No
3,1,1,2,3,4,1012.25,No
0,0,3,2,1,2,1277.25,No
1,0,3,0,2,3,1153.5,No
0,1,3,0,2,4,812.5,No
3,0,1,0,1,3,900.25,No
1,0,1,0,1,4,1150.75,No
0,0,0,0,2,4,1191.25,No
0,0,1,1,1,3,1219.5,No
0,0,1,0,1,3,998.75,No
0,0,1,0,2,3,1000.75,No
1,1,1,0,1,4,1219,No
3,1,1,2,2,4,308.75,No
1,0,1,2,2,6,1224.25,No
0,0,0,2,2,4,1252.25,No
3,0,0,1,3,3,209.75,No
1,0,0,2,2,3,1204,No
0,1,1,0,3,5,1168.5,No
3,0,1,2,2,4,1051.25,No
3,1,1,2,1,3,671.5,No
3,0,3,1,1,2,1202.75,No
0,1,1,2,2,5,983.5,No
0,0,0,2,2,2,999.75,No
0,0,3,2,1,3,1199.5,No
1,0,0,0,3,4,1272,Yes
0,1,0,0,1,3,1113.25,No
0,0,1,2,2,5,643.75,No
1,0,1,2,2,2,838.75,No
0,1,3,0,1,5,1087.5,No
0,0,0,2,3,5,758.25,No
0,0,3,2,3,3,1044,No
0,0,0,2,1,2,1139.25,No
3,1,1,1,2,5,932,No
3,1,3,2,1,5,1209.5,No
1,0,0,2,1,3,1381.25,No
3,0,1,0,2,3,198.5,No
0,0,0,1,2,5,1070.5,No
3,1,1,2,2,4,1231.25,No
1,1,3,1,3,4,666.25,No
3,1,0,0,2,3,1356,No
1,0,0,1,3,5,1354.75,No
3,1,1,1,1,1,773.75,Yes
1,0,3,1,1,2,939,No
3,0,1,2,2,4,358.75,No
1,1,3,2,1,3,1102.5,No
1,1,3,0,1,5,254.5,No
3,0,1,2,2,5,1083,No
3,0,3,2,2,4,295.5,No
1,0,3,2,2,5,729.75,No
0,0,3,2,1,3,911.75,No
0,1,1,0,1,4,817.25,No
1,0,1,0,2,4,988,No
3,0,1,2,3,4,1388.5,No
1,0,3,0,1,4,1056.5,No
1,1,1,2,2,4,845.25,No
1,1,3,1,3,4,1197,No
1,0,1,2,2,1,1037.75,No
3,1,1,1,1,5,1074.5,No
3,1,1,0,2,2,1396.5,No
1,0,1,0,3,3,1029.25,No
0,0,1,1,2,2,1340,No
1,0,1,2,3,4,1195,No
0,0,1,0,3,3,251.5,No
0,0,0,2,1,4,599.5,No
0,1,0,0,1,5,1283,No
3,0,3,1,2,4,871.5,No
0,1,3,0,1,3,662.75,No
0,1,3,2,2,3,763.5,No
3,1,0,0,3,3,1429.25,No
3,0,1,0,2,3,982.5,No
0,0,0,0,3,4,311,No
1,1,3,0,2,3,241,No
0,1,0,2,2,4,232.5,No
0,0,3,2,3,3,812,No
3,1,3,2,2,4,415.25,No
1,1,3,0,1,4,895.25,No
3,1,3,0,2,2,162.25,No
3,0,3,2,2,3,703,No
1,1,1,0,2,5,1080.5,No
3,0,0,1,1,4,905.75,No
1,1,0,0,1,5,943.75,No
3,0,1,1,2,3,1161.75,No
0,0,1,2,2,2,962.5,No
0,0,1,2,2,5,924.75,No
1,1,1,2,1,5,986.25,No
0,1,0,0,2,4,374.75,No
1,0,3,1,1,3,1100,No
3,1,1,2,3,3,1054.5,Yes
1,1,3,1,1,3,777.5,No
1,0,0,1,1,3,1039,No
0,0,1,0,1,3,1153.75,No
1,1,1,2,1,6,1268.25,No
1,1,1,1,2,3,1750,No
1,1,0,1,1,3,990,No
3,0,0,0,1,2,1105,No
3,1,1,0,1,6,1078.5,Yes
3,1,0,1,2,4,1486.5,Yes
0,0,1,1,1,2,1149.25,No
3,1,3,1,2,3,1067.5,No
3,1,3,2,2,3,1114.75,No
3,1,0,1,2,4,201,No
1,0,1,2,2,4,1033.75,No
0,1,1,0,2,2,1064.5,No
0,1,0,2,2,5,1146.25,No
1,0,1,0,1,3,650.75,No
1,1,1,0,3,4,293.25,No
3,0,1,0,4,5,1182.5,No
1,0,1,2,2,2,1143,No
3,0,0,0,2,4,1068.5,No
3,0,0,0,1,5,1180.25,No
1,0,1,2,2,2,1332.75,No
0,0,0,2,2,4,1224.5,No
1,0,3,0,1,3,277.25,No
0,0,0,1,3,4,437.5,No
3,0,0,0,3,3,642.25,No
0,0,3,1,1,4,1040,No
3,1,3,0,1,4,310.5,No
0,0,1,2,1,3,1215.25,No
3,1,1,0,1,3,1206.75,No
3,1,0,0,1,3,1038,No
0,0,0,2,1,4,718,No
0,0,3,0,2,3,1238.75,No
1,1,1,2,2,5,1162.75,No
1,0,3,1,1,4,1094,No
1,0,0,2,1,4,177.75,No
3,0,3,2,2,2,1073.5,No
0,1,1,2,1,4,220.5,No
0,0,3,1,1,4,1119.75,No
1,1,1,0,2,2,1248.75,No
0,1,1,2,3,4,172.75,Yes
0,0,3,0,1,5,1109,No
1,1,3,1,3,4,1240.25,No
3,0,0,2,2,5,1058.75,No
3,0,1,2,1,4,1258,No
1,1,1,0,2,6,935.25,No
3,1,1,1,2,5,276.5,No
3,0,1,1,2,5,1108,No
3,0,0,0,3,3,1094.25,No
3,0,3,2,2,4,1053.75,No
0,0,3,2,1,3,1808.75,No
1,1,3,1,2,4,195.5,No
1,0,1,1,3,3,964.25,No
0,1,3,0,2,4,992.25,Yes
0,1,3,1,4,4,1086.25,Yes
0,1,3,2,2,3,1295.75,Yes
1,1,1,0,2,2,747.5,Yes
3,0,0,2,2,4,1099.5,No
0,0,0,2,1,6,918.75,No
3,0,3,2,1,3,1006.25,No
3,0,0,2,3,3,995.25,No
0,0,0,0,1,4,1003.5,No
1,1,0,2,3,3,1250,No
1,1,3,0,2,3,1008,No
0,0,1,2,1,4,971.25,Yes
3,0,1,1,1,3,272.5,No
1,0,1,1,2,2,1218.75,No
0,0,0,1,3,4,318.5,Yes
3,1,0,0,2,5,1052.5,No
0,1,0,0,1,2,1011,No
1,1,0,0,2,6,796.75,No
1,0,0,2,2,3,1086.25,No
0,0,1,0,2,4,1106.25,No
1,0,0,0,3,5,1422.5,No
0,0,1,2,2,4,749,No
1,0,3,2,2,2,649,No
3,1,1,0,2,4,1400,Yes
0,1,0,1,2,5,1107.5,No
3,0,3,1,1,3,1414.5,No
0,0,0,2,2,3,1550.25,No
3,0,0,2,2,4,1000.75,No
1,0,3,1,2,2,790.25,No
0,1,1,2,3,5,1163.75,No
0,0,1,0,1,2,164,No
3,0,0,2,2,4,844,No
0,1,3,0,2,3,1292.5,No
3,1,1,1,1,4,754.25,No
3,1,1,0,2,3,873.75,Yes
1,1,3,1,1,5,1231,No
1,0,1,1,1,2,868.5,No
3,1,1,0,1,3,189.75,No
3,1,1,2,2,3,892.75,No
1,0,1,1,2,3,1422.25,No
0,1,3,2,2,1,140.5,No
0,0,3,0,1,4,1023.75,No
3,0,1,1,3,4,837.25,No
1,0,1,2,3,4,1143.5,No
1,1,1,1,1,2,1348.5,No
3,0,0,0,1,4,174,No
1,0,1,2,2,3,907.5,No
3,0,1,0,2,3,970.25,No
0,0,1,2,2,4,124.75,No
3,0,1,1,2,3,1237.25,No
0,1,1,0,2,4,1367,No
0,0,1,2,1,4,1190.5,No
3,0,0,2,1,3,949,No
0,1,3,1,1,4,1257.25,No
1,0,1,2,2,2,1101,No
3,1,0,0,2,4,751.75,No
0,0,1,2,1,3,975.25,No
0,1,3,2,2,4,1481.5,No
1,0,0,1,2,4,1269.25,No
0,1,0,1,3,4,1367.25,No
1,0,1,1,2,3,641.75,No
1,0,1,0,2,5,779.25,No
0,0,1,2,1,3,1173.5,No
1,0,0,1,2,4,165,No
1,0,1,1,2,4,791.75,No
3,1,1,2,2,3,935.5,No
1,0,3,1,3,3,1226.75,No
3,0,1,2,2,4,866.25,No
0,1,1,1,3,4,980.25,No
3,1,3,2,1,4,1082,No
0,1,0,2,1,3,1049,No
1,0,0,2,1,1,1126.5,No
3,0,3,0,2,3,279.75,No
3,1,3,0,2,5,728,No
3,0,3,1,2,2,1387,No
1,0,0,2,2,2,1002.5,No
3,0,1,1,1,3,1048.25,No
1,1,3,0,2,4,1108.25,No
0,0,0,1,2,5,999,No
1,1,3,1,2,4,1039.25,No
1,0,1,1,2,2,738,No
0,0,1,2,4,4,1179.75,No
1,0,0,0,1,5,1277.25,Yes
1,0,1,0,3,5,752.75,No
3,0,0,1,1,1,1111.5,No
1,1,1,2,1,4,1146.75,No
0,1,1,0,3,3,904.5,No
0,1,0,1,1,3,1272,No
0,0,3,1,2,3,1265.75,No
0,0,1,1,2,5,230.75,No
1,0,3,1,1,3,642,No
0,1,1,1,2,2,1289.75,No
1,0,1,2,2,2,1068.25,No
1,1,3,0,2,4,960,No
0,1,1,1,3,5,1068.75,No
1,1,1,1,1,3,1200.25,No
1,0,1,2,2,3,1309.25,No
0,1,1,2,2,2,1063.5,No
1,0,1,2,2,3,983.5,No
1,0,3,2,2,3,860,No
3,0,0,0,2,5,1401,No
0,1,1,0,2,6,1266.25,No
3,1,3,0,2,4,1312.5,No
1,1,0,1,3,4,742.25,Yes
0,1,1,0,2,5,1105.25,No
3,0,1,0,2,5,813,No
1,0,1,0,1,3,1104.75,No
3,0,0,0,2,4,727.75,No
3,0,3,2,2,4,773.75,No
0,1,0,2,3,5,926.75,No
3,0,0,2,2,6,806.25,No
0,1,1,1,1,2,214,No
1,0,1,2,2,2,117.75,No
1,0,1,2,2,2,1048.5,No
3,1,1,1,2,4,1125,No
3,1,1,0,2,3,760.5,No
3,1,0,1,2,3,955.25,No
3,1,1,1,2,4,706.75,No
0,1,0,2,1,2,661.75,No
0,0,3,0,2,3,752.75,No
1,1,1,2,2,2,713,No
0,0,1,0,1,1,1090.75,Yes
0,0,3,1,2,4,798,No
0,0,1,0,3,3,722,No
1,0,3,0,1,3,1092.75,No
3,1,1,1,2,3,247,No
1,1,0,0,2,2,1280.25,No
0,0,0,0,3,2,1204.5,No
0,0,1,0,3,4,325,No
1,0,3,2,2,3,990.25,No
3,0,1,1,3,2,1130.25,No
0,1,1,2,3,4,1140.25,No
0,0,0,0,1,5,1203.5,No
3,0,1,0,2,2,264.25,No
1,1,3,0,1,2,1134.25,No
1,1,1,2,1,4,287.5,No
0,1,0,0,2,3,1102.75,Yes
3,0,3,0,3,2,1094.75,No
3,1,3,1,3,4,331.75,No
0,0,0,1,2,4,1094,No
3,1,1,0,2,6,1058.75,No
1,0,0,0,1,5,1043.75,No
1,0,1,0,3,4,1040.5,No
1,0,0,1,2,4,1478.25,No
3,1,3,0,1,2,241.5,No
1,1,3,2,3,2,210,No
3,0,1,1,3,1,987.75,No
0,1,1,2,2,4,1014.5,No
0,1,1,1,2,4,984,No
0,1,1,0,1,3,961.5,No
0,1,0,2,2,5,1038.5,No
1,0,1,2,2,3,1221.75,No
3,0,1,2,3,4,1179.5,No
3,0,3,1,2,2,1079,No
0,0,3,0,1,3,1127,No
1,0,0,2,2,5,1143.5,No
1,0,1,2,3,3,1115,No
1,1,1,0,2,4,1096.75,No
3,1,1,0,2,3,1247.5,No
3,0,3,0,2,4,1309.75,No
1,0,1,2,2,4,1147.25,No
1,1,3,2,2,3,1111.5,No
3,1,1,0,2,5,1218.25,No
1,0,0,1,1,5,1021.25,No
3,1,1,0,2,2,1016.5,Yes
0,1,3,1,4,2,1086,No
1,0,3,1,1,4,1202.5,No
3,1,3,0,2,2,1105,No
3,1,1,1,2,4,964.25,No
1,0,1,2,3,5,1406.75,No
0,0,1,2,2,5,1210.25,No
1,0,1,2,2,1,1199,No
3,1,0,0,3,2,1052.5,No
0,0,1,1,2,5,615.25,No
3,1,1,2,1,4,1249.5,No
0,0,1,0,1,4,1003.75,No
0,0,0,1,2,4,1133.75,No
3,1,1,2,1,5,1326.75,No
1,1,1,2,2,3,1288.5,No
3,1,1,1,3,5,1000.75,No
1,0,3,1,3,5,1165.25,No
3,1,1,2,2,3,956.5,No
1,1,3,0,3,3,895.5,No
0,1,1,2,2,3,1150.5,No
1,1,3,2,1,4,1075.5,No
0,1,1,1,2,4,922.5,No
1,0,1,0,1,3,1273.75,No
0,1,1,1,2,4,1027.25,No
3,0,1,0,2,2,928.25,No
3,0,1,2,2,4,238,No
3,1,1,2,2,3,870.5,No
3,1,0,0,2,4,925,No
0,1,1,0,1,3,946,No
3,1,3,1,3,3,810.25,No
1,1,3,2,1,3,917.75,No
3,0,1,0,2,4,964,No
3,1,0,2,4,3,746.5,No
1,0,1,2,1,5,778.25,No
0,0,1,1,3,3,332.25,No
3,0,0,2,2,3,154,No
3,0,1,0,1,4,1303.5,No
0,0,3,1,1,5,1104.5,No
1,1,0,2,2,5,1357.5,No
1,0,3,0,2,3,822.25,No
1,1,1,1,2,5,1071,No
0,0,3,1,3,2,1243.5,No
3,1,1,2,1,6,1199.75,No
1,0,3,0,3,3,354.75,No
0,0,0,1,2,3,992.5,No
3,1,1,2,2,4,1234.25,No
0,1,1,1,3,3,665.25,No
3,1,0,2,2,1,942.25,No
3,1,3,2,3,3,1027,No
1,1,0,1,2,3,1383,No
3,1,1,2,2,4,157,No
0,1,0,2,1,4,955.5,No
3,0,3,0,1,4,926.5,No
1,0,1,1,2,1,1711.75,No
0,1,1,1,1,2,970.5,No
1,1,1,1,1,3,624.75,No
0,0,3,1,2,3,1128.5,Yes
1,1,1,0,2,5,1304.25,No
3,0,3,1,3,4,1149.75,No
3,1,1,0,2,2,343.5,Yes
0,1,3,0,2,5,957.25,No
0,0,1,1,2,4,290.25,No
3,0,3,2,2,4,1294.5,No
3,1,3,2,2,2,257.75,No
0,1,0,0,2,1,1078,Yes
1,1,1,2,2,1,1273,No
0,1,3,0,2,5,1169.75,No
1,1,3,0,1,4,967.75,No
3,1,3,1,1,3,997,No
0,0,3,0,1,2,1058.5,No
0,0,1,0,1,5,925,No
1,1,3,0,2,3,950.75,No
3,0,0,2,2,4,1297.75,No
0,0,3,0,2,6,722.25,No
1,0,1,0,3,2,1233.5,No
3,0,1,1,3,3,1116.5,No
1,0,1,0,2,2,732.75,No
3,0,3,0,2,2,1185.75,No
3,1,1,0,2,1,1017.75,Yes
1,1,1,0,2,4,699.5,No
0,1,1,1,1,3,773.25,No
3,1,1,1,3,5,325,No
1,0,1,2,1,3,733.75,No
0,0,3,1,2,3,861.75,No
1,1,1,1,1,4,613,No
1,1,1,2,3,3,1299.75,No
1,1,1,1,2,6,806.5,No
3,1,1,1,1,5,1255.75,No
0,1,1,1,1,6,1151.75,No
0,1,0,2,2,3,985.75,No
0,1,1,1,1,2,1041.25,No
0,1,1,0,3,5,918.25,No
1,0,3,0,2,5,887.5,No
1,1,0,0,2,2,866.75,No
1,0,1,2,2,2,1131.75,No
3,0,0,1,2,3,1151.5,No
3,0,3,1,1,4,1031,No
1,0,0,1,2,4,929.5,No
0,1,3,1,3,4,286,No
3,1,3,2,2,4,278,No
3,0,3,1,2,6,789.75,No
1,1,3,2,2,3,1002.25,No
0,1,1,0,2,4,1050,Yes
1,0,1,1,1,3,1106.75,No
0,1,3,2,2,2,1230.25,No
1,0,1,1,1,3,934.5,No
1,0,0,0,1,2,1246,No
3,0,1,1,3,2,1036.5,No
0,1,0,2,2,2,1095.75,No
1,1,0,1,2,3,735.5,No
1,1,1,1,2,2,185.75,No
1,0,3,1,3,3,1119.5,No
0,1,3,0,2,4,775,Yes
3,0,0,2,3,2,1288,No
3,1,0,0,1,3,259,Yes
0,1,3,2,2,2,163.5,No
3,0,1,2,1,4,1209,No
1,1,3,1,1,5,317,No
0,0,1,0,2,3,1428.75,No
3,0,1,1,3,3,1307.5,No
1,0,1,0,1,2,344.5,No
1,1,3,1,2,4,1379,No
3,1,1,0,1,2,1145,No
1,1,1,1,3,5,1211,No
3,1,0,2,3,2,589,No
3,0,1,1,1,4,1381,No
0,0,3,0,2,3,984.5,No
0,0,0,0,1,4,1089.25,Yes
0,0,0,0,2,2,902.5,No
0,0,1,1,2,4,831.5,No
0,0,1,1,3,2,1526.25,No
3,1,1,0,2,4,985.5,Yes
0,0,3,2,1,2,707,No
0,1,1,0,1,1,361.25,No
1,0,0,2,1,5,1153,No
1,0,1,1,2,5,709,No
3,1,3,0,1,3,983,No
3,1,0,0,1,5,761.5,Yes
3,1,0,2,1,2,1072,No
0,1,1,2,2,3,1274,No
1,0,3,2,3,2,1847,No
1,0,3,1,3,3,1064,No
3,1,0,2,3,5,759.75,No
0,0,1,1,3,1,352,No
1,1,1,0,3,4,1272,No
0,0,0,1,2,5,321.75,No
3,0,3,1,2,3,1270.5,No
1,0,0,2,1,3,1216.25,No
0,0,1,1,2,5,1020.75,No
1,0,1,2,1,3,276,No
3,1,1,2,2,3,985.75,No
1,1,3,0,2,5,1043.5,No
3,1,1,1,2,2,662.5,No
0,1,3,1,2,3,1738.25,No
3,0,1,0,2,4,1117.5,No
3,1,3,0,2,5,1051.75,No
1,1,1,2,2,1,765.5,No
3,0,3,1,3,3,943,No
1,1,0,2,2,4,842.5,No
3,0,1,1,2,3,579,No
3,0,3,2,3,3,899.25,No
1,1,1,1,2,3,687.25,No
0,1,1,0,3,4,924.5,Yes
0,1,1,2,1,4,339.75,No
0,0,1,2,2,4,1144,No
3,1,3,1,1,5,1071.5,No
0,0,1,0,2,3,227.25,No
0,0,1,1,2,3,135.25,No
1,0,1,2,2,4,1784,No
0,0,3,2,3,5,991.5,No
3,1,0,2,1,3,1149.5,No
3,1,1,0,1,2,1328.5,No
1,0,0,1,2,3,211.75,No
3,1,1,0,2,3,744.25,Yes
3,1,1,1,1,4,1043.25,No
0,1,0,0,2,5,637.75,No
3,0,1,2,2,4,1770.5,No
1,0,3,1,2,4,1247,No
3,1,1,1,1,3,308,No
1,0,0,0,2,4,1369.25,No
0,0,1,2,3,5,1307.5,No
0,1,1,1,2,4,1216,No
1,0,1,1,2,2,1050.25,No
3,1,1,2,2,6,1716.75,No
3,1,0,1,3,1,704.25,Yes
0,0,1,2,2,3,188.75,No
0,1,1,2,2,2,1025.75,No
1,1,3,2,2,3,995.25,No
0,0,3,0,3,3,1214.75,No
0,0,1,1,2,3,323.75,No
1,0,3,2,1,3,1284.5,No
0,0,1,0,2,3,269,No
0,1,1,0,3,2,651,Yes
1,1,3,2,1,2,1492.75,No
1,0,0,1,3,3,1049.75,No
3,1,1,1,2,3,1116.25,No
3,1,0,1,2,2,292.25,No
0,1,3,1,2,2,1062.5,No
3,0,0,1,1,3,1193.5,No
3,1,0,1,2,3,212.75,No
3,1,3,0,2,4,1196.5,No
0,1,1,2,1,3,952,No
1,1,3,2,3,2,1035.5,No
0,1,3,0,4,4,1291,No
3,1,1,2,2,2,194.75,No
0,0,1,0,4,3,1284.5,No
3,1,3,2,1,4,1107,No
1,0,1,2,1,3,656.25,No
1,1,0,0,2,2,568.5,Yes
0,0,3,1,2,3,1162.75,No
3,1,1,0,1,6,227.75,No
3,0,1,0,3,4,1123.75,No
1,1,3,0,2,4,211.5,No
3,1,3,2,3,3,981.25,No
3,1,1,2,3,4,1136.5,No
0,0,3,0,1,5,943.25,No
1,1,0,2,3,2,1460.75,No
3,0,3,1,2,4,1335.25,No
1,1,3,0,2,3,1050.25,No
1,1,1,1,1,5,722.5,No
0,0,1,0,1,4,1003,No
3,0,3,2,1,2,248,No
3,0,1,1,1,5,940,No
3,0,1,0,2,4,913.5,No
3,1,3,1,2,3,1013,No
3,1,3,1,2,2,1083.5,No
1,0,1,2,2,3,1103.75,No
1,1,3,0,3,4,926,No
0,0,3,2,1,2,956.75,No
0,0,1,2,2,4,1442.5,No
1,0,3,1,1,2,1792.75,No
3,1,3,2,2,3,991.25,No
1,0,1,1,2,4,1056.25,No
0,1,1,0,2,4,243,No
1,0,3,1,4,2,367,No
3,0,1,1,1,4,998.25,No
1,1,1,1,1,4,1246.5,No
3,1,0,1,3,3,890.5,No
0,0,1,2,3,5,1006.75,No
0,1,3,1,3,5,1305.25,No
3,0,3,1,1,2,1296,No
0,0,0,1,3,4,1256,No
3,0,1,1,2,5,977.75,No
1,0,3,2,1,5,160.5,No
3,0,3,0,1,5,1020.75,No
0,0,3,2,3,2,1015.5,No
1,1,3,1,1,3,1112.25,No
1,1,0,1,2,2,1243.5,No
1,0,1,1,2,3,1130.25,No
0,1,3,1,3,2,0,No
3,1,3,2,3,2,1343.5,No
1,1,3,2,2,2,1281.75,No
3,0,1,1,2,2,845.75,No
3,0,1,1,2,3,1270.25,No
0,1,1,0,3,4,1267.5,No
0,0,0,1,1,4,197.25,No
3,1,3,2,2,4,830.5,No
1,0,1,2,2,4,1275,No
0,1,0,2,1,4,1261,No
1,1,1,1,2,4,246.25,No
3,0,3,1,1,5,766.25,No
0,0,3,0,2,2,1151.75,No
3,1,1,1,3,4,1132.75,No
0,0,1,0,2,2,1147.5,No
1,1,0,0,1,2,763.5,No
0,1,1,0,1,3,238,Yes
3,0,3,0,2,4,719.75,No
1,1,3,0,2,5,1747.25,No
1,0,0,2,1,3,930.5,No
3,0,1,2,2,4,278,No
0,0,0,0,3,5,714,No
1,0,0,2,3,5,952.25,No
3,0,0,1,1,4,1040,No
1,1,1,1,2,3,718.75,No
1,0,0,1,2,3,1172,No
1,1,1,2,1,3,1758.75,No
3,0,3,1,1,5,913,No
3,1,1,0,1,4,777.5,No
1,1,3,0,1,3,927.75,No
3,1,1,0,3,3,1073.25,No
0,1,1,2,3,5,1057.5,No
3,1,3,0,3,2,0,No
3,0,0,1,2,3,391.75,No
0,1,3,1,2,3,1055.75,No
3,1,1,1,2,5,1244.5,No
0,0,1,2,2,4,921,No
3,1,1,0,3,3,252.5,No
1,0,1,2,4,3,1076.25,No
3,1,1,2,1,4,875.5,No
1,1,3,0,1,3,1185.25,No
0,0,1,0,1,3,1310.5,No
1,0,1,1,3,2,1060.5,No
1,0,1,1,2,2,1385,No
3,1,1,0,2,5,1225,No
0,1,1,1,1,5,130.75,No
1,1,0,1,2,6,1177,No
1,1,3,0,3,5,1385.5,No
3,1,3,0,2,2,584.25,No
0,1,1,2,2,5,961.5,No
0,1,0,1,2,2,307.5,No
1,1,3,1,3,4,1221,No
3,0,1,0,2,5,1423.5,No
3,1,1,2,2,4,985,No
0,0,1,2,3,2,1102.5,No
1,0,1,2,1,3,679.25,No
1,0,1,0,1,5,1012.5,No
0,0,0,1,2,6,1163,No
0,1,1,1,2,5,1305.25,No
0,1,1,2,3,4,1058.5,No
3,0,0,0,2,3,973.75,No
3,0,3,1,2,3,828.75,No
1,0,1,1,3,4,1461.25,No
3,0,1,2,2,5,893.25,No
3,1,1,2,1,4,1198.25,No
3,1,0,0,2,5,1055,No
3,1,1,1,1,3,1034,No
1,1,3,2,1,5,994.5,No
0,1,0,0,3,5,786.75,No
0,0,1,0,2,3,685.5,No
0,0,1,2,2,5,840.5,No
3,1,1,1,3,4,924.5,Yes
0,1,0,2,2,6,1078.25,No
0,1,3,2,1,2,988.5,No
3,1,3,2,3,6,1287.25,No
3,1,0,1,2,3,1241.25,No
3,1,0,2,2,4,1074.25,No
0,0,1,1,1,3,1041.25,No
3,1,3,2,2,5,1055.25,No
0,1,0,0,2,2,1020.5,No
0,0,3,0,3,4,1061,No
1,0,1,1,1,3,1155,No
0,0,1,2,2,2,1208,No
0,1,1,0,2,3,1013.75,No
0,0,1,1,2,3,1384.5,No
1,1,1,2,1,2,181.5,No
3,0,1,2,2,2,1199.5,No
0,0,1,2,3,2,833,No
0,1,1,2,1,3,1056.25,Yes
3,1,1,2,2,5,1118,Yes
1,1,1,1,4,3,1205.5,No
3,0,3,0,3,1,694,No
0,0,0,2,1,3,1216.5,No
1,0,1,2,2,4,1072.5,No
0,1,1,1,2,2,169.5,No
3,0,0,2,1,5,1148.75,No
1,1,1,1,2,5,833.75,No
3,1,1,2,2,4,266.25,No
0,1,3,2,3,3,939.25,No
0,1,0,1,2,4,583.75,No
1,1,0,1,1,3,1227.75,No
0,1,0,2,2,4,1062.25,No
1,1,0,0,3,6,1031,No
1,1,1,0,2,4,1186.75,No
1,1,0,0,1,3,930.5,No
0,0,1,0,1,3,958.5,No
0,1,1,2,2,3,1011.75,No
1,1,0,2,1,4,1016.25,No
0,1,1,1,2,4,1205,No
3,0,3,2,3,3,1225.5,No
3,0,1,1,1,2,1244.25,No
3,1,0,1,2,5,115.75,No
3,0,3,2,2,5,1677,No
0,0,3,0,2,2,769.25,No
0,1,0,2,2,4,905.25,No
3,1,3,1,2,4,1264.75,No
0,1,1,1,2,2,1135.75,No
0,0,0,2,2,2,827.5,No
1,0,1,0,1,2,1041,No
0,1,0,0,2,4,323.75,No
1,0,0,0,2,2,226.75,No
3,1,1,1,1,2,1017.75,No
1,0,1,1,2,5,1087,No
1,0,1,0,2,2,258,No
1,1,1,1,2,2,1255.5,No
0,1,1,1,3,4,847.75,No
3,1,1,2,2,5,714,No
3,1,1,2,2,3,1015,No
1,1,3,1,3,2,1111,No
0,0,3,2,3,5,967.5,No
1,1,0,2,1,3,1002.25,No
0,0,0,2,1,4,207.5,No
1,1,3,0,3,4,1700.75,No
0,0,3,2,2,5,1170.75,No
0,0,1,0,2,3,1139.5,No
1,0,0,2,1,4,764.5,No
0,0,3,2,3,4,1126.75,No
0,0,1,2,1,2,789.25,No
1,1,0,2,2,3,1154.75,No
3,0,1,2,4,3,921.5,No
0,1,0,1,1,4,1249.5,No
3,0,1,2,1,3,980.75,No
1,1,1,2,1,4,646.25,No
1,1,1,2,2,3,1637,No
3,0,0,0,1,6,898.75,No
1,0,1,0,3,5,252.75,No
1,0,0,1,4,1,756.5,No
0,1,1,1,1,5,1142.75,No
0,0,1,1,3,3,1162,No
1,0,0,1,2,2,895.5,No
