Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,Bank Accounts Open,Overdraft Protection,Credit Rating,Credit Cards Held,Homes Owned,Household Size,Own Your Home,Average Balance
15050,No,Air Miles,Postcard,High,2,No,Low,3,1,4,No,1200.5
15051,No,Cash Back,Postcard,Low,1,No,Low,1,1,4,No,1085
15052,No,Points,Letter,Medium,3,No,Low,1,1,4,No,224.5
15053,Yes,Points,Letter,Medium,1,No,Low,2,1,3,Yes,1206.75
15054,No,Air Miles,Postcard,Medium,2,No,Low,4,1,2,Yes,1029.75
15055,No,Air Miles,Letter,Medium,1,Yes,Low,1,1,3,No,1028.75
15056,No,Cash Back,Letter,Medium,1,No,Low,1,2,4,Yes,652
15057,No,Points,Postcard,High,2,No,High,2,1,5,Yes,1476
15058,No,Cash Back,Postcard,High,2,No,High,2,1,1,Yes,1292.5
15059,No,Air Miles,Letter,Medium,1,No,Medium,4,1,1,No,1065.5
15060,No,Points,Letter,Medium,2,No,Low,3,1,5,Yes,314.75
15061,No,Cash Back,Letter,Medium,2,No,Low,1,1,4,No,704.5
15062,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,1006.25
15063,No,Cash Back,Postcard,Medium,1,No,Medium,2,2,5,No,1251.25
15064,No,Points,Postcard,Medium,1,Yes,Medium,2,1,4,No,978.25
15065,No,Air Miles,Postcard,High,1,Yes,Medium,3,1,4,Yes,1364.25
15066,No,Air Miles,Letter,Medium,1,Yes,High,1,1,5,Yes,1078.25
15067,No,Points,Postcard,High,1,No,Medium,1,1,2,No,1017
15068,No,Points,Postcard,Medium,1,No,High,3,1,4,No,995.25
15069,No,Cash Back,Letter,Medium,2,No,Medium,1,1,2,Yes,921
15070,No,Air Miles,Letter,Medium,1,Yes,Medium,1,1,3,Yes,1321.25
15071,No,Points,Letter,Medium,1,No,High,1,1,1,Yes,1244.25
15072,No,Cash Back,Postcard,Low,1,No,Low,2,1,4,Yes,1047.75
15073,No,Air Miles,Letter,High,1,No,Low,2,1,4,No,1188
15074,No,Air Miles,Postcard,Medium,1,No,Low,3,1,3,Yes,1033.5
15075,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,No,1100.75
15076,No,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,1053.5
15077,No,Points,Postcard,High,1,No,Medium,3,1,4,No,1142
15078,No,Air Miles,Postcard,Low,2,No,High,3,1,3,Yes,811.5
15079,No,Points,Postcard,Low,2,No,High,3,1,5,Yes,1296
15080,No,Points,Letter,Medium,1,No,High,4,2,3,Yes,1203.75
15081,No,Air Miles,Letter,High,2,No,High,2,1,2,Yes,252.5
15082,No,Points,Postcard,Low,2,No,Low,3,1,3,No,994
15083,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,No,946
15084,No,Points,Letter,High,1,No,High,2,1,3,Yes,1042.5
15085,No,Points,Postcard,Medium,1,No,High,3,2,5,Yes,871
15086,Yes,Points,Postcard,Low,1,No,Low,2,1,5,No,936.5
15087,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1150.25
15088,No,Air Miles,Postcard,Medium,1,Yes,High,3,2,2,No,1338.5
15089,Yes,Air Miles,Postcard,Medium,2,No,Low,1,1,3,Yes,200
15090,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,921.75
15091,No,Air Miles,Letter,Medium,1,No,High,3,2,3,No,675.75
15092,No,Points,Letter,Low,1,No,Medium,3,1,4,Yes,1086
15093,No,Cash Back,Postcard,Low,1,No,Medium,1,1,3,No,1198.5
15094,No,Cash Back,Letter,Medium,1,Yes,Low,3,1,4,Yes,1100
15095,No,Points,Postcard,Medium,1,No,Low,3,1,2,Yes,1434.25
15096,No,Points,Letter,High,1,No,Low,3,1,4,Yes,991
15097,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,1138.25
15098,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,1337.25
15099,No,Cash Back,Letter,Medium,1,No,High,1,2,5,No,1044.25
15100,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,1010.5
15101,No,Points,Postcard,High,3,No,High,3,1,3,Yes,237.5
15102,Yes,Air Miles,Letter,Medium,1,No,Low,1,2,2,No,966
15103,No,Cash Back,Postcard,Low,1,Yes,Medium,1,1,3,No,964.5
15104,No,Points,Postcard,Medium,1,Yes,High,1,1,2,No,223.5
15105,No,Air Miles,Letter,Low,2,Yes,Medium,2,1,3,Yes,1029.75
15106,No,Cash Back,Postcard,High,1,No,High,1,1,4,No,704
15107,No,Cash Back,Letter,Low,1,No,Low,2,1,6,No,1054.5
15108,No,Cash Back,Postcard,Low,1,No,High,3,1,4,No,240
15109,Yes,Points,Postcard,High,2,No,Medium,2,1,3,Yes,1348.75
15110,No,Air Miles,Letter,High,1,No,High,1,1,4,No,1093
15111,No,Points,Postcard,High,1,Yes,High,2,2,3,Yes,954.25
15112,No,Air Miles,Letter,Medium,1,Yes,High,1,1,4,Yes,228.25
15113,No,Air Miles,Postcard,Medium,1,No,Low,1,2,4,Yes,1078.5
15114,No,Points,Letter,Medium,2,No,High,2,1,3,Yes,1390
15115,No,Cash Back,Letter,High,1,No,Medium,2,1,4,Yes,1364
15116,No,Cash Back,Letter,Medium,2,No,Medium,3,1,3,Yes,1203.5
15117,No,Cash Back,Letter,Medium,1,Yes,High,2,1,6,No,759.75
15118,No,Cash Back,Letter,Low,1,No,High,1,2,4,Yes,1304.5
15119,No,Points,Letter,Low,1,No,Medium,2,1,2,Yes,181.25
15120,No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,668
15121,Yes,Air Miles,Postcard,High,1,No,Low,2,1,3,Yes,1163.75
15122,No,Points,Letter,Low,1,No,Medium,2,1,5,Yes,1064
15123,No,Points,Postcard,Medium,2,No,High,1,1,3,Yes,1053.5
15124,No,Air Miles,Postcard,High,1,No,Low,2,1,4,No,1153.25
15125,No,Air Miles,Letter,High,1,No,High,2,1,3,No,776.25
15126,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,2,Yes,1011
15127,No,Cash Back,Postcard,Low,1,No,High,3,1,4,Yes,208.5
15128,No,Points,Letter,High,1,No,High,4,1,3,Yes,1501.75
15129,No,Cash Back,Letter,High,1,No,Medium,1,1,3,No,1016.25
15130,No,Air Miles,Letter,Medium,1,No,High,1,2,4,Yes,643
15131,No,Points,Letter,Medium,1,No,Medium,2,1,1,Yes,333.75
15132,No,Air Miles,Letter,Medium,1,No,Low,3,2,4,No,1331.5
15133,No,Points,Postcard,Medium,1,No,Low,1,1,5,Yes,723.5
15134,No,Points,Postcard,Medium,1,No,Low,1,2,3,Yes,1242.5
15135,Yes,Air Miles,Postcard,High,2,No,Low,1,1,3,Yes,744.25
15136,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,4,Yes,1234.75
15137,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1069.25
15138,No,Cash Back,Letter,Low,1,No,Medium,2,1,3,No,1057.5
15139,No,Points,Letter,Medium,2,No,Low,2,1,3,No,1008.5
15140,No,Cash Back,Letter,Low,2,No,Low,1,1,4,No,889.5
15141,No,Points,Letter,High,1,No,High,1,1,3,Yes,761
15142,No,Air Miles,Postcard,High,2,No,Low,1,1,4,Yes,1066
15143,No,Points,Postcard,High,1,No,High,2,1,2,Yes,891.25
15144,No,Cash Back,Letter,High,1,No,Low,2,2,3,Yes,956
15145,No,Points,Letter,Low,1,No,High,1,1,2,Yes,873.75
15146,No,Points,Postcard,Medium,1,No,High,3,2,3,No,897.5
15147,No,Cash Back,Postcard,Medium,1,No,Medium,2,2,4,Yes,910.25
15148,No,Air Miles,Postcard,High,1,No,Medium,2,1,1,Yes,936.75
15149,No,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,807.75
15150,No,Cash Back,Letter,Medium,1,No,Medium,2,2,2,No,179.25
15151,No,Air Miles,Letter,Medium,1,No,High,1,1,3,No,912.75
15152,No,Cash Back,Letter,Medium,2,Yes,High,2,2,3,Yes,834
15153,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,No,783.75
15154,No,Cash Back,Postcard,High,2,No,Medium,2,1,3,Yes,967
15155,No,Points,Postcard,Medium,1,No,High,3,1,1,No,1294
15156,No,Cash Back,Letter,Medium,1,No,Medium,3,2,4,Yes,1009
15157,No,Cash Back,Letter,High,1,No,Medium,1,1,3,Yes,1290
15158,No,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,1143.75
15159,No,Cash Back,Letter,Medium,2,No,High,1,1,5,No,965.5
15160,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,1324.25
15161,No,Points,Letter,Low,1,No,High,2,1,6,No,1205
15162,No,Points,Postcard,Low,1,No,High,1,1,4,Yes,786.5
15163,No,Cash Back,Letter,Medium,2,No,Low,1,1,3,No,1077
15164,No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,882.5
15165,No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,979.75
15166,No,Points,Postcard,High,1,No,Medium,1,1,6,No,913.5
15167,No,Points,Letter,Medium,2,No,Low,3,1,3,No,1202.75
15168,No,Cash Back,Postcard,Low,1,No,Medium,2,1,4,No,879.5
15169,No,Points,Letter,Medium,1,No,Low,1,1,4,No,1157
15170,No,Points,Letter,Medium,1,No,Medium,2,2,3,No,1000
15171,No,Points,Postcard,High,1,No,Medium,3,1,4,Yes,1113.5
15172,No,Points,Letter,High,2,No,Low,1,1,5,Yes,998
15173,No,Air Miles,Postcard,High,1,No,Low,2,1,2,Yes,1290.5
15174,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,1203.5
15175,No,Air Miles,Postcard,High,1,No,High,1,1,3,No,1001.5
15176,No,Air Miles,Postcard,Medium,1,No,Low,3,1,2,No,129.25
15177,No,Points,Postcard,Medium,1,No,High,2,1,5,No,1169.75
15178,No,Points,Postcard,Low,1,No,High,1,1,3,No,1048.25
15179,No,Air Miles,Letter,High,2,No,High,1,1,5,No,829
15180,No,Points,Postcard,High,1,No,Low,1,2,2,No,217
15181,No,Air Miles,Letter,Low,2,No,High,3,1,3,Yes,1100
15182,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,1460.25
15183,No,Air Miles,Postcard,Medium,2,No,Low,1,1,5,Yes,1215.25
15184,Yes,Points,Postcard,Low,1,Yes,High,1,1,2,Yes,257
15185,No,Cash Back,Postcard,High,1,No,High,2,1,3,Yes,1051
15186,No,Cash Back,Letter,Medium,1,No,Medium,1,1,5,No,194.5
15187,No,Air Miles,Postcard,Low,1,Yes,Low,2,1,3,Yes,1098.25
15188,No,Air Miles,Letter,Medium,1,Yes,High,2,1,2,No,750.5
15189,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,935.5
15190,No,Air Miles,Letter,Low,2,Yes,High,1,2,4,Yes,1191.75
15191,Yes,Air Miles,Postcard,Low,1,No,High,2,2,4,No,787.75
15192,No,Points,Postcard,High,1,No,Medium,1,1,3,Yes,384.25
15193,No,Points,Letter,Medium,2,No,Medium,2,1,6,No,249.25
15194,No,Cash Back,Postcard,High,1,No,Medium,1,1,4,Yes,878.5
15195,No,Cash Back,Letter,Low,1,No,High,2,1,2,No,964.75
15196,No,Air Miles,Postcard,Low,1,No,High,1,2,5,No,787.75
15197,No,Points,Postcard,High,2,No,Medium,2,1,3,Yes,253.75
15198,No,Cash Back,Letter,Medium,1,No,Low,1,2,2,Yes,1090.5
15199,No,Points,Postcard,High,1,No,Medium,1,1,2,Yes,229.5
15200,No,Air Miles,Letter,High,1,No,Medium,1,2,2,Yes,206.5
15201,No,Air Miles,Letter,Medium,2,No,High,3,1,4,No,1021.25
15202,No,Points,Letter,Low,1,Yes,High,3,1,3,No,1342.25
15203,No,Points,Letter,Medium,2,No,High,1,1,4,Yes,1062
15204,No,Air Miles,Letter,Medium,1,No,High,2,1,2,No,1012.75
15205,No,Cash Back,Postcard,Medium,1,No,Low,1,1,4,Yes,738.75
15206,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,2,Yes,984.25
15207,No,Cash Back,Letter,High,1,Yes,Medium,1,1,3,No,1100
15208,No,Air Miles,Postcard,Medium,1,Yes,Low,1,1,3,Yes,702.25
15209,No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,353
15210,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,1178.75
15211,Yes,Air Miles,Postcard,Medium,3,No,Low,2,2,2,Yes,1256.75
15212,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,1091.5
15213,No,Air Miles,Letter,Medium,1,No,High,1,2,4,Yes,130.5
15214,No,Air Miles,Letter,High,1,No,Medium,2,1,4,Yes,1152.25
15215,No,Air Miles,Postcard,High,1,No,Medium,2,1,5,No,287.75
15216,No,Points,Postcard,Medium,1,No,Medium,3,2,4,Yes,142.5
15217,No,Points,Postcard,Medium,2,No,Medium,2,1,3,No,870.5
15218,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,1151.25
15219,No,Air Miles,Postcard,Low,3,No,Medium,3,1,3,No,930.75
15220,No,Points,Postcard,Medium,2,No,High,2,2,4,Yes,1106
15221,No,Cash Back,Postcard,Medium,1,No,High,2,2,3,No,867.5
15222,No,Points,Postcard,Medium,1,No,Medium,1,1,3,No,1063.75
15223,No,Cash Back,Postcard,Medium,2,Yes,High,1,1,4,Yes,214
15224,No,Cash Back,Letter,Low,1,No,High,1,1,4,No,1713.75
15225,No,Cash Back,Letter,High,1,No,High,1,1,2,No,984.75
15226,No,Cash Back,Letter,Low,1,No,Low,2,1,4,No,1390
15227,No,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,1176
15228,No,Points,Postcard,Low,1,Yes,Medium,1,1,3,No,865.5
15229,No,Points,Letter,Low,1,No,Low,2,1,2,Yes,1002.75
15230,No,Air Miles,Postcard,High,1,No,Low,3,1,2,Yes,1296.25
15231,No,Cash Back,Letter,High,1,No,High,1,2,3,No,1190.25
15232,No,Cash Back,Letter,High,1,Yes,Medium,3,1,3,No,336.75
15233,No,Points,Letter,Low,1,Yes,High,4,1,3,No,163.5
15234,Yes,Air Miles,Postcard,Medium,2,No,Medium,1,1,4,Yes,628.75
15235,No,Points,Letter,Medium,1,No,Medium,1,2,3,No,909.5
15236,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,1346.25
15237,No,Points,Letter,Medium,1,No,Low,1,2,2,Yes,1079.25
15238,No,Cash Back,Postcard,High,1,No,High,4,1,4,No,745.25
15239,Yes,Air Miles,Postcard,High,1,Yes,High,2,2,5,Yes,784.75
15240,No,Air Miles,Letter,Low,1,No,Medium,1,2,5,No,960.75
15241,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,894
15242,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,329.25
15243,No,Air Miles,Postcard,Medium,1,No,High,2,1,5,Yes,780.75
15244,No,Points,Letter,Low,2,No,Low,2,1,4,No,680
15245,No,Points,Letter,Medium,1,No,Low,3,1,4,No,890.75
15246,No,Points,Postcard,Low,1,No,Low,2,1,4,No,1635.75
15247,No,Cash Back,Letter,Low,1,No,Medium,3,1,4,No,1065.25
15248,No,Points,Letter,Medium,2,No,Low,1,1,4,No,337.25
15249,No,Points,Postcard,Low,2,No,Low,1,1,3,No,1215.5
15250,No,Points,Letter,High,2,No,Medium,2,1,4,No,829
15251,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,3,Yes,939
15252,No,Air Miles,Letter,High,1,No,High,2,1,4,Yes,984.5
15253,No,Points,Letter,Medium,1,No,Low,4,1,3,Yes,1047
15254,No,Cash Back,Letter,Medium,1,No,High,1,1,3,Yes,1341.25
15255,No,Points,Letter,Medium,1,No,High,1,1,5,Yes,1086.75
15256,No,Air Miles,Postcard,High,1,Yes,High,3,2,3,Yes,1155.5
15257,No,Cash Back,Letter,Medium,1,Yes,Low,3,1,4,Yes,1014.75
15258,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,209.75
15259,No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,No,1139.25
15260,No,Air Miles,Letter,Medium,1,No,High,2,1,3,No,2320.5
15261,Yes,Air Miles,Postcard,High,1,No,Medium,3,1,2,Yes,1056.75
15262,No,Points,Postcard,Medium,1,No,Low,1,1,1,Yes,1111.5
15263,No,Air Miles,Postcard,High,1,No,High,3,1,5,No,1026.25
15264,No,Points,Letter,Medium,2,No,Medium,2,1,5,Yes,142.5
15265,No,Points,Postcard,Low,1,No,High,1,1,4,Yes,793
15266,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,5,Yes,1107.25
15267,No,Points,Letter,Medium,1,No,Low,1,1,6,Yes,1637.5
15268,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,817.25
15269,Yes,Cash Back,Letter,Low,1,No,Low,1,2,5,No,1000.75
15270,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,939.75
15271,No,Air Miles,Letter,Medium,2,No,High,3,2,3,Yes,257.5
15272,No,Air Miles,Postcard,High,1,No,High,2,1,5,Yes,1094.25
15273,No,Air Miles,Postcard,Medium,1,No,Medium,3,2,4,No,1195
15274,No,Cash Back,Letter,High,1,No,High,2,1,3,No,1058.5
15275,No,Air Miles,Postcard,Low,1,Yes,High,3,1,3,Yes,1018.5
15276,No,Cash Back,Letter,High,1,No,Medium,2,1,6,Yes,731.75
15277,No,Points,Postcard,Low,1,No,Low,2,1,4,No,987.5
15278,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,1340.75
15279,No,Points,Postcard,Low,2,No,High,1,1,4,No,871.5
15280,No,Points,Letter,Low,1,No,Medium,3,1,4,Yes,1120
15281,No,Cash Back,Postcard,High,1,Yes,Low,3,1,2,No,1011.75
15282,No,Cash Back,Postcard,Medium,1,No,Low,3,1,4,No,225.5
15283,No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,Yes,261.5
15284,No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,1333.25
15285,No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,907.25
15286,No,Air Miles,Postcard,High,2,No,High,2,1,3,Yes,1094.75
15287,No,Air Miles,Letter,Medium,1,No,Medium,3,2,4,No,812.25
15288,No,Cash Back,Postcard,Medium,1,No,Low,2,2,5,Yes,1322.75
15289,No,Cash Back,Letter,High,1,No,Medium,2,1,4,Yes,759.75
15290,No,Air Miles,Postcard,Medium,3,No,Medium,2,1,3,Yes,853.75
15291,No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,No,939.25
15292,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,953.5
15293,No,Cash Back,Postcard,Medium,1,No,High,1,2,2,No,1117.75
15294,No,Cash Back,Letter,High,1,No,High,3,1,3,Yes,1070.75
15295,No,Points,Letter,Medium,1,No,High,1,1,2,Yes,1018
15296,No,Points,Postcard,Medium,1,Yes,Low,2,1,3,Yes,216.75
15297,No,Points,Letter,Medium,1,No,Low,2,2,4,No,664.75
15298,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,No,1114.25
15299,No,Air Miles,Letter,Low,2,No,Low,1,2,3,Yes,807.25
15300,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,1047
15301,No,Air Miles,Postcard,High,1,No,Medium,2,1,5,Yes,1093
15302,No,Cash Back,Letter,Low,1,No,Medium,4,1,2,Yes,182
15303,No,Air Miles,Postcard,High,1,Yes,High,2,1,3,No,705.25
15304,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,No,1121.25
15305,No,Air Miles,Letter,High,1,No,Low,2,1,4,No,762.5
15306,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,302
15307,No,Points,Postcard,Low,1,No,High,2,1,3,Yes,1022.75
15308,No,Air Miles,Postcard,High,2,No,High,3,1,4,Yes,1193.5
15309,No,Air Miles,Letter,Medium,1,No,Medium,3,1,3,No,1026
15310,No,Points,Letter,Low,2,No,High,2,1,4,No,1091
15311,No,Air Miles,Letter,High,1,No,Medium,2,1,4,Yes,190
15312,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,No,715.25
15313,No,Air Miles,Postcard,Low,1,Yes,High,1,1,2,Yes,226.25
15314,Yes,Points,Letter,Medium,1,No,Medium,2,1,4,No,835
15315,No,Points,Letter,Medium,2,No,Low,1,1,3,Yes,791.25
15316,No,Cash Back,Letter,High,1,No,Medium,4,1,4,Yes,1463.5
15317,No,Air Miles,Postcard,Medium,2,No,High,1,1,4,Yes,1043.5
15318,No,Points,Postcard,Medium,2,No,Low,2,1,6,Yes,687
15319,No,Air Miles,Letter,Low,1,Yes,Medium,2,1,4,Yes,869
15320,No,Points,Postcard,Medium,1,Yes,High,1,1,3,Yes,127
15321,No,Air Miles,Postcard,Low,2,No,Medium,2,1,2,No,756.5
15322,No,Cash Back,Letter,High,2,No,Medium,1,1,2,No,1067.5
15323,No,Points,Letter,Medium,1,No,Low,3,1,3,Yes,808
15324,No,Cash Back,Postcard,Low,2,No,High,2,1,6,Yes,1074.25
15325,No,Air Miles,Postcard,Medium,2,No,Low,1,1,4,Yes,1025.25
15326,No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,1062
15327,No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,5,Yes,365.5
15328,No,Air Miles,Postcard,Medium,1,No,Low,4,1,2,Yes,1009.5
15329,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1216
15330,No,Points,Letter,Low,1,No,High,1,2,3,No,1045.75
15331,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,No,1396.75
15332,No,Air Miles,Letter,Medium,1,No,High,3,1,5,No,172.25
15333,No,Cash Back,Letter,Medium,1,No,High,1,1,3,No,1252.25
15334,No,Cash Back,Letter,Medium,1,No,High,3,2,2,No,1066.75
15335,No,Cash Back,Postcard,Medium,1,No,High,1,1,5,Yes,211.75
15336,No,Air Miles,Postcard,Low,1,No,Low,1,1,4,Yes,931.5
15337,No,Points,Postcard,Low,1,No,High,3,1,4,Yes,1282.75
15338,No,Cash Back,Letter,Medium,1,No,High,3,2,4,Yes,103.5
15339,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,Yes,1194.5
15340,No,Air Miles,Postcard,High,1,No,Medium,3,1,1,No,1050.75
15341,No,Cash Back,Postcard,Low,2,No,High,3,1,5,Yes,1330.75
15342,No,Cash Back,Letter,Low,2,No,Low,1,2,4,Yes,917.75
15343,No,Points,Postcard,Low,1,No,Low,1,1,4,No,743.75
15344,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,905.75
15345,No,Air Miles,Postcard,Low,2,No,Low,2,1,4,No,394
15346,No,Air Miles,Letter,Low,1,No,Medium,1,1,3,Yes,824.25
15347,No,Cash Back,Postcard,Medium,1,No,Low,1,1,4,No,1113.25
15348,No,Cash Back,Postcard,High,1,No,High,3,1,5,Yes,347
15349,No,Cash Back,Letter,High,2,Yes,Low,1,1,3,Yes,812.25
15350,No,Air Miles,Letter,High,1,Yes,Low,1,2,2,Yes,1030
15351,Yes,Air Miles,Postcard,Low,1,No,Low,3,2,3,Yes,913.25
15352,No,Points,Postcard,Medium,1,No,Low,3,1,2,Yes,872
15353,No,Points,Letter,High,1,No,High,2,1,4,No,201.25
15354,No,Cash Back,Letter,Medium,1,Yes,Medium,3,1,4,Yes,1556.25
15355,No,Points,Postcard,Low,2,No,Medium,1,1,4,No,976
15356,No,Cash Back,Postcard,High,1,No,High,3,1,5,No,985
15357,No,Points,Letter,Low,1,No,High,3,1,2,No,1435.25
15358,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,1146.75
15359,No,Air Miles,Letter,Medium,1,No,Low,1,2,4,Yes,890.5
15360,No,Points,Letter,Medium,1,No,High,1,1,4,No,247
15361,No,Air Miles,Postcard,Medium,2,Yes,High,2,1,2,Yes,157
15362,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,1132.75
15363,No,Points,Postcard,Medium,1,No,Low,2,1,6,No,214
15364,No,Cash Back,Letter,Low,1,No,Low,2,1,3,Yes,1260.25
15365,No,Air Miles,Letter,Medium,1,No,Medium,3,1,4,Yes,1036.5
15366,No,Cash Back,Postcard,Medium,1,Yes,Low,3,1,2,No,93.25
15367,No,Air Miles,Letter,Medium,1,No,Medium,2,1,1,Yes,1205
15368,No,Points,Letter,Low,1,No,Low,3,1,2,Yes,1010.25
15369,No,Cash Back,Letter,Low,1,No,Medium,1,2,4,No,1207
15370,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,1112
15371,No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,1193.25
15372,No,Points,Letter,Low,1,No,Medium,3,1,2,Yes,791.75
15373,Yes,Points,Postcard,Medium,2,No,Low,3,1,2,Yes,917.5
15374,No,Points,Postcard,Low,1,No,High,1,1,5,Yes,761.25
15375,No,Air Miles,Postcard,Low,1,Yes,Medium,3,1,4,Yes,1152.5
15376,No,Air Miles,Letter,High,2,No,Medium,2,1,2,No,991.75
15377,No,Cash Back,Postcard,High,1,No,Low,3,1,4,Yes,1078.5
15378,No,Points,Postcard,Low,1,No,High,3,1,3,No,1279.5
15379,No,Cash Back,Letter,Medium,2,No,High,2,1,5,No,721
15380,No,Cash Back,Postcard,Low,1,No,Low,2,1,4,Yes,1092.25
15381,No,Air Miles,Letter,Medium,2,Yes,High,1,1,4,Yes,159.5
15382,No,Points,Letter,Medium,2,No,Medium,4,1,4,Yes,1122.5
15383,No,Cash Back,Letter,High,2,No,Medium,2,1,4,Yes,1090
15384,Yes,Cash Back,Postcard,Low,2,No,High,3,2,4,Yes,1283.75
15385,No,Cash Back,Letter,Low,1,No,Medium,1,1,4,No,1078.75
15386,No,Air Miles,Letter,High,1,No,Medium,2,2,4,Yes,1095.5
15387,No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,1047
15388,No,Points,Postcard,Medium,1,No,Medium,1,1,3,No,1564.5
15389,No,Air Miles,Postcard,High,1,No,High,1,1,3,Yes,753.5
15390,No,Points,Postcard,Low,1,No,Low,2,1,5,Yes,1010
15391,No,Air Miles,Letter,Low,1,No,Low,2,1,3,No,1098.25
15392,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,1434.5
15393,No,Points,Letter,High,1,No,Low,2,2,5,No,1782.75
15394,No,Cash Back,Postcard,Low,2,Yes,High,2,2,4,Yes,844.25
15395,No,Cash Back,Letter,Medium,1,No,Medium,3,1,5,Yes,344
15396,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1067
15397,No,Air Miles,Postcard,High,1,No,Medium,1,2,2,Yes,243.5
15398,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1284.5
15399,No,Air Miles,Postcard,Medium,3,No,Low,1,1,2,Yes,1873
15400,No,Air Miles,Postcard,Medium,1,No,Low,3,1,5,No,714.75
15401,Yes,Points,Postcard,Medium,1,No,Low,3,1,4,Yes,1064.75
15402,No,Cash Back,Postcard,Low,1,No,Medium,3,1,5,No,671
15403,No,Air Miles,Letter,Low,1,No,Low,3,1,3,Yes,289.5
15404,Yes,Cash Back,Letter,High,1,Yes,Low,2,1,4,Yes,956.75
15405,No,Points,Postcard,Medium,1,Yes,Medium,1,1,5,No,851.75
15406,No,Points,Letter,Low,1,No,High,2,1,3,No,1867.25
15407,No,Air Miles,Postcard,High,2,No,High,3,1,3,Yes,893
15408,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,923.5
15409,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,1119
15410,No,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,883
15411,No,Cash Back,Letter,Medium,2,No,Low,2,2,3,No,1090
15412,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,No,996
