Offer Accepted,Reward,rewardvalue,Mailer Type,mailertype,Income Level,incomelevel,Credit Rating,creditratingvalue,Credit Cards Held,Household Size,Average Balance
No,Points,3,Postcard,1,Low,0,Medium,1,2,3,1000.5
No,Air Miles,0,Postcard,1,Low,0,Low,0,1,2,1168.25
No,Points,3,Letter,0,High,3,High,2,2,5,1175.25
No,Cash Back,1,Postcard,1,Low,0,Medium,1,1,4,907.75
Yes,Points,3,Postcard,1,Low,0,Medium,1,2,4,853.75
No,Air Miles,0,Postcard,1,High,3,Low,0,3,4,294.25
No,Cash Back,1,Postcard,1,High,3,High,2,1,3,226.25
No,Points,3,Letter,0,Medium,1,High,2,3,3,212
Yes,Air Miles,0,Postcard,1,Low,0,Low,0,1,3,1071
No,Air Miles,0,Letter,0,Medium,1,Low,0,3,2,1017.75
No,Air Miles,0,Letter,0,Medium,1,High,2,1,6,232.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,4,867.5
No,Points,3,Postcard,1,Low,0,Medium,1,1,4,253
No,Air Miles,0,Postcard,1,Low,0,High,2,1,4,287.25
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,4,1159
No,Cash Back,1,Postcard,1,Low,0,High,2,2,6,768.25
No,Points,3,Postcard,1,Low,0,Medium,1,3,4,1018.75
No,Air Miles,0,Letter,0,High,3,Low,0,1,4,1281.5
No,Cash Back,1,Letter,0,High,3,Low,0,2,2,645.5
No,Cash Back,1,Letter,0,High,3,High,2,3,3,1250.5
No,Air Miles,0,Postcard,1,Low,0,Low,0,3,4,1108.25
No,Points,3,Letter,0,Medium,1,Medium,1,1,2,1345.75
No,Points,3,Letter,0,Medium,1,Medium,1,2,4,1146.25
No,Points,3,Letter,0,Low,0,Medium,1,3,2,775
No,Points,3,Postcard,1,Medium,1,Low,0,1,5,1087.5
No,Points,3,Letter,0,High,3,Medium,1,1,4,1004.25
No,Cash Back,1,Postcard,1,Low,0,High,2,2,3,664.5
No,Points,3,Letter,0,Low,0,High,2,1,4,843
No,Cash Back,1,Postcard,1,Medium,1,High,2,3,2,1727.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,4,979.25
No,Cash Back,1,Letter,0,High,3,High,2,3,4,1007.5
No,Points,3,Letter,0,Low,0,Medium,1,1,5,308.5
No,Points,3,Postcard,1,High,3,Low,0,3,3,1159
No,Air Miles,0,Letter,0,High,3,Medium,1,2,3,325.5
No,Points,3,Postcard,1,Low,0,Medium,1,3,3,309.25
No,Cash Back,1,Postcard,1,High,3,High,2,1,4,384.75
No,Points,3,Postcard,1,High,3,Low,0,2,5,378.75
No,Points,3,Letter,0,Low,0,High,2,1,4,1395.5
No,Points,3,Letter,0,Medium,1,Low,0,4,4,1269.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,1026
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,2,1105.75
No,Points,3,Letter,0,Low,0,Medium,1,3,4,1311.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,2,960.25
No,Cash Back,1,Letter,0,High,3,Low,0,2,4,1188
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,3,277.25
No,Points,3,Postcard,1,High,3,Medium,1,2,2,1058.75
No,Points,3,Letter,0,Medium,1,Low,0,1,3,1237.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,3,1414
No,Points,3,Postcard,1,Low,0,Low,0,2,3,758.25
No,Cash Back,1,Letter,0,High,3,High,2,1,2,0
No,Points,3,Letter,0,Medium,1,Low,0,3,6,985.25
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,4,1091.75
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,5,311.25
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,5,1007
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,3,1016.25
No,Points,3,Letter,0,Medium,1,Low,0,2,5,726.75
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,4,1249.5
No,Points,3,Postcard,1,Medium,1,Low,0,2,3,947.75
No,Cash Back,1,Letter,0,Low,0,Medium,1,2,5,1240.25
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,4,1046.75
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,2,1390.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,3,4,1344.5
No,Points,3,Postcard,1,Medium,1,Medium,1,2,5,699.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,5,893
No,Air Miles,0,Letter,0,Medium,1,High,2,1,5,1009.25
No,Cash Back,1,Letter,0,Medium,1,Low,0,3,3,1233.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,3,1066
No,Cash Back,1,Letter,0,Low,0,Medium,1,1,3,1242.25
Yes,Points,3,Postcard,1,Medium,1,Medium,1,1,3,1195.75
No,Points,3,Letter,0,High,3,Medium,1,2,4,1097.25
Yes,Air Miles,0,Letter,0,Low,0,Low,0,1,3,1879.25
No,Points,3,Postcard,1,Low,0,High,2,4,4,969
No,Cash Back,1,Postcard,1,Low,0,High,2,1,3,1269.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,3,1026.75
No,Points,3,Letter,0,Medium,1,Low,0,2,4,1011.5
No,Points,3,Postcard,1,Medium,1,Medium,1,2,4,375.5
No,Cash Back,1,Letter,0,Low,0,Medium,1,2,3,1232.5
No,Cash Back,1,Letter,0,Low,0,High,2,2,4,1042.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,3,4,716
Yes,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,1105.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,4,1077.25
Yes,Points,3,Postcard,1,High,3,Low,0,4,2,1752.25
No,Cash Back,1,Letter,0,High,3,Low,0,1,5,1010
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,3,1102
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,2,916.25
No,Points,3,Letter,0,Medium,1,Low,0,2,4,1118.25
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,4,953.5
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,3,952.75
No,Cash Back,1,Letter,0,Low,0,High,2,2,4,971.75
No,Air Miles,0,Letter,0,High,3,High,2,1,3,1074.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,4,643.75
No,Air Miles,0,Letter,0,Medium,1,High,2,2,3,1127
No,Points,3,Letter,0,Medium,1,Medium,1,1,3,954
No,Air Miles,0,Postcard,1,Medium,1,Low,0,3,2,1206
No,Points,3,Postcard,1,Medium,1,Medium,1,1,4,567.5
No,Points,3,Postcard,1,High,3,High,2,1,3,1137.5
No,Points,3,Postcard,1,Medium,1,Medium,1,2,3,1885.25
No,Cash Back,1,Postcard,1,High,3,Low,0,3,1,304.75
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,3,241.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,3,1219.75
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,3,883.75
No,Cash Back,1,Postcard,1,High,3,Low,0,1,2,746.25
No,Cash Back,1,Letter,0,High,3,High,2,1,4,1012
No,Cash Back,1,Letter,0,Low,0,Medium,1,2,4,1000
No,Air Miles,0,Letter,0,Medium,1,Low,0,4,5,598.75
Yes,Points,3,Postcard,1,Low,0,Medium,1,2,5,1213.5
No,Air Miles,0,Letter,0,Medium,1,High,2,2,3,1128.75
No,Cash Back,1,Postcard,1,Low,0,High,2,2,5,1076.25
Yes,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,1,713.25
No,Points,3,Letter,0,Medium,1,Low,0,3,4,91
No,Air Miles,0,Postcard,1,High,3,Low,0,1,3,1037.75
No,Points,3,Letter,0,Medium,1,High,2,1,4,1147.5
No,Cash Back,1,Letter,0,Medium,1,High,2,2,4,271.25
No,Cash Back,1,Letter,0,Medium,1,Low,0,3,4,684.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,3,3,1007
No,Air Miles,0,Postcard,1,Low,0,High,2,3,3,982
No,Cash Back,1,Postcard,1,High,3,Low,0,3,3,820.5
No,Air Miles,0,Letter,0,High,3,High,2,2,3,1002.75
Yes,Air Miles,0,Postcard,1,Low,0,Medium,1,2,3,891.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,4,982
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,5,205
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,3,1168.75
Yes,Points,3,Postcard,1,High,3,Low,0,1,5,974.25
No,Points,3,Postcard,1,Medium,1,Medium,1,3,3,1172.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,4,727.5
No,Cash Back,1,Postcard,1,High,3,High,2,1,3,230
No,Points,3,Letter,0,High,3,Medium,1,2,3,1169.5
No,Air Miles,0,Letter,0,High,3,Low,0,2,3,817.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,3,2,328.5
No,Air Miles,0,Letter,0,High,3,High,2,1,2,1279.25
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,5,1089.75
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,4,191
No,Cash Back,1,Letter,0,Medium,1,Low,0,3,5,1248.5
No,Points,3,Letter,0,Low,0,Low,0,3,5,1250.25
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,4,1103.25
No,Points,3,Letter,0,High,3,Low,0,2,4,711.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,2,732
Yes,Cash Back,1,Letter,0,Low,0,High,2,2,4,1403.5
No,Cash Back,1,Postcard,1,High,3,Low,0,2,3,902.5
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,3,1364.25
No,Cash Back,1,Postcard,1,Low,0,Medium,1,1,3,238
No,Points,3,Postcard,1,High,3,High,2,2,2,1282.5
No,Points,3,Letter,0,Medium,1,High,2,3,1,1068.5
Yes,Points,3,Letter,0,Low,0,Low,0,2,1,698
No,Points,3,Letter,0,Medium,1,Medium,1,3,2,1222
No,Points,3,Postcard,1,High,3,High,2,4,6,916.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,3,269.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,5,1175.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,4,707.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,3,4,1559.25
No,Air Miles,0,Postcard,1,High,3,High,2,1,2,838
No,Cash Back,1,Letter,0,Medium,1,Low,0,3,5,1409.75
No,Points,3,Letter,0,High,3,Medium,1,2,3,184
No,Air Miles,0,Letter,0,Medium,1,Low,0,3,4,686.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,4,1031.5
No,Points,3,Letter,0,High,3,High,2,3,4,860.5
No,Points,3,Postcard,1,Low,0,Medium,1,2,1,1390.5
No,Air Miles,0,Letter,0,Low,0,Low,0,3,5,1775.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,1,752.75
No,Air Miles,0,Letter,0,High,3,High,2,1,3,1018.75
No,Cash Back,1,Letter,0,Low,0,Medium,1,2,3,209.5
No,Air Miles,0,Letter,0,High,3,Low,0,1,3,672.5
No,Points,3,Postcard,1,Medium,1,Low,0,2,3,1030.75
No,Points,3,Letter,0,Medium,1,High,2,1,4,996.75
No,Air Miles,0,Postcard,1,Low,0,High,2,2,4,185.5
No,Points,3,Postcard,1,Medium,1,High,2,1,3,183.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,3,5,122
No,Air Miles,0,Letter,0,High,3,Medium,1,1,4,1238.5
No,Points,3,Letter,0,Medium,1,Medium,1,1,3,224.5
No,Cash Back,1,Letter,0,Medium,1,High,2,2,3,999.25
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,2,139.25
No,Points,3,Postcard,1,Low,0,High,2,2,1,1083.75
No,Cash Back,1,Letter,0,Low,0,Medium,1,1,5,1213.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,5,1121.25
No,Cash Back,1,Letter,0,Low,0,Medium,1,2,2,1002.25
No,Air Miles,0,Postcard,1,Low,0,Medium,1,3,4,1167.25
No,Air Miles,0,Postcard,1,Low,0,Medium,1,1,2,232.25
No,Points,3,Letter,0,Medium,1,High,2,3,3,863.5
No,Points,3,Postcard,1,Medium,1,Medium,1,2,3,914.75
No,Air Miles,0,Letter,0,High,3,High,2,2,5,1037
No,Air Miles,0,Postcard,1,High,3,Medium,1,3,4,209.25
No,Points,3,Letter,0,High,3,Low,0,3,2,1153.25
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,3,1016.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,3,2,1303.5
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,2,1200.25
No,Points,3,Letter,0,Low,0,Medium,1,2,3,750
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,4,1374.25
No,Points,3,Letter,0,Low,0,Medium,1,2,4,1143
No,Air Miles,0,Letter,0,High,3,Low,0,2,2,923.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,3,1249.25
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,2,862.75
No,Cash Back,1,Letter,0,Medium,1,High,2,3,1,646
No,Cash Back,1,Letter,0,Medium,1,High,2,3,4,737.5
No,Points,3,Letter,0,Medium,1,Low,0,2,3,1128
No,Cash Back,1,Letter,0,Medium,1,High,2,2,6,1025.75
No,Cash Back,1,Postcard,1,High,3,High,2,1,4,1223
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,3,1307.5
Yes,Points,3,Postcard,1,Medium,1,Medium,1,2,4,1153.75
No,Cash Back,1,Letter,0,High,3,Medium,1,2,4,363.25
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,4,338
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,1,959.75
No,Air Miles,0,Letter,0,High,3,Low,0,2,3,1094.25
No,Air Miles,0,Letter,0,Low,0,Low,0,1,2,991.25
No,Points,3,Postcard,1,Low,0,Low,0,1,4,1126.5
No,Cash Back,1,Postcard,1,High,3,Low,0,2,4,1242
No,Air Miles,0,Postcard,1,Medium,1,High,2,4,1,1200.5
No,Air Miles,0,Postcard,1,Low,0,Medium,1,2,4,1437.25
No,Air Miles,0,Letter,0,High,3,Low,0,1,5,1060.25
No,Points,3,Letter,0,High,3,Low,0,2,4,1354
Yes,Air Miles,0,Letter,0,Medium,1,Low,0,2,2,1172
No,Points,3,Letter,0,Low,0,High,2,3,5,743.75
No,Points,3,Letter,0,High,3,Low,0,4,3,1011
No,Points,3,Postcard,1,Low,0,Medium,1,2,3,1063
No,Cash Back,1,Postcard,1,Low,0,High,2,3,2,891.5
No,Points,3,Postcard,1,High,3,High,2,3,2,1200.25
No,Cash Back,1,Postcard,1,High,3,Medium,1,1,2,1195.25
No,Cash Back,1,Letter,0,Medium,1,High,2,2,4,1285.75
No,Cash Back,1,Postcard,1,High,3,Low,0,3,2,933.75
No,Points,3,Postcard,1,High,3,Medium,1,2,3,728.75
No,Points,3,Letter,0,Medium,1,High,2,2,3,1064.25
No,Points,3,Postcard,1,High,3,Medium,1,3,5,774.25
No,Air Miles,0,Postcard,1,High,3,High,2,2,3,1022.25
No,Air Miles,0,Postcard,1,High,3,Low,0,2,5,1214
No,Points,3,Postcard,1,Low,0,Medium,1,2,3,982.5
Yes,Air Miles,0,Postcard,1,High,3,High,2,2,4,943.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,4,850.5
No,Points,3,Letter,0,Medium,1,Medium,1,3,6,1304.75
No,Points,3,Letter,0,Medium,1,Low,0,2,4,1730.75
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,3,1248
No,Points,3,Letter,0,Low,0,Low,0,2,2,1104.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,5,1106.75
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,4,742.5
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,4,877.75
No,Points,3,Letter,0,Medium,1,Medium,1,1,5,665.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,4,1218
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,2,329.5
Yes,Points,3,Postcard,1,Medium,1,Low,0,3,4,1008.5
No,Cash Back,1,Letter,0,High,3,High,2,3,1,1212.5
No,Points,3,Postcard,1,High,3,High,2,2,5,357.25
Yes,Air Miles,0,Postcard,1,Medium,1,Low,0,3,4,214.75
No,Air Miles,0,Postcard,1,High,3,High,2,3,3,970.25
No,Points,3,Postcard,1,Medium,1,Medium,1,1,2,1041.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,5,1208.25
No,Points,3,Letter,0,High,3,Low,0,2,3,545.75
No,Points,3,Letter,0,High,3,Low,0,2,3,1158
No,Points,3,Letter,0,High,3,High,2,2,2,147.5
No,Cash Back,1,Postcard,1,Low,0,High,2,1,5,1426.75
No,Air Miles,0,Postcard,1,High,3,Medium,1,2,2,1106.75
No,Cash Back,1,Postcard,1,High,3,High,2,1,3,790
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,3,852.5
No,Points,3,Letter,0,Low,0,Medium,1,2,5,957
No,Points,3,Letter,0,High,3,Low,0,2,2,1429.75
No,Points,3,Postcard,1,High,3,Low,0,2,6,1271.5
No,Cash Back,1,Letter,0,Low,0,High,2,3,3,991.75
No,Cash Back,1,Letter,0,Medium,1,High,2,2,5,1297.75
No,Points,3,Letter,0,Low,0,Medium,1,3,3,300
No,Cash Back,1,Postcard,1,Low,0,High,2,1,4,178.5
No,Points,3,Postcard,1,Low,0,Medium,1,1,4,1108.75
No,Points,3,Postcard,1,Medium,1,Low,0,1,3,198.5
No,Points,3,Letter,0,Low,0,High,2,2,3,1135.75
No,Air Miles,0,Postcard,1,High,3,Medium,1,3,4,995.5
No,Cash Back,1,Letter,0,Medium,1,High,2,1,3,360.75
No,Air Miles,0,Letter,0,Low,0,High,2,2,3,1162
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,3,1403
No,Cash Back,1,Letter,0,High,3,Low,0,2,4,1233.75
No,Points,3,Postcard,1,Medium,1,Low,0,3,5,953
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,5,165.25
No,Air Miles,0,Letter,0,High,3,Low,0,2,5,185.25
No,Cash Back,1,Letter,0,High,3,Low,0,1,3,898.75
No,Cash Back,1,Postcard,1,High,3,High,2,1,2,741.25
No,Points,3,Postcard,1,Medium,1,High,2,1,2,969.75
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,4,747.75
No,Points,3,Letter,0,Medium,1,Medium,1,3,3,1056.25
No,Cash Back,1,Letter,0,Medium,1,High,2,1,4,1036.25
No,Points,3,Postcard,1,High,3,Low,0,2,4,1152
No,Air Miles,0,Postcard,1,Low,0,High,2,2,2,0
No,Air Miles,0,Letter,0,Medium,1,High,2,1,2,1235.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,3,3,1749.75
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,4,683.5
No,Points,3,Letter,0,High,3,High,2,1,4,781
No,Air Miles,0,Postcard,1,Low,0,Low,0,1,4,1289.5
No,Points,3,Postcard,1,Medium,1,High,2,2,3,397.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,2,965.25
No,Cash Back,1,Postcard,1,High,3,Low,0,2,3,790
No,Points,3,Postcard,1,Medium,1,High,2,1,3,833.5
No,Air Miles,0,Letter,0,Medium,1,High,2,3,2,1246.75
No,Air Miles,0,Postcard,1,High,3,Low,0,2,3,1101.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,3,1043.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,4,780
No,Cash Back,1,Letter,0,High,3,Medium,1,1,4,241.75
No,Points,3,Letter,0,Medium,1,High,2,3,3,819.5
No,Points,3,Letter,0,Low,0,Medium,1,3,3,1134.75
No,Cash Back,1,Postcard,1,High,3,High,2,3,3,1044
No,Points,3,Postcard,1,High,3,Low,0,1,4,1074.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,5,660
No,Air Miles,0,Letter,0,Low,0,Medium,1,3,3,675.25
No,Points,3,Postcard,1,Medium,1,Low,0,1,3,1247.75
No,Air Miles,0,Letter,0,Medium,1,High,2,2,6,590
No,Air Miles,0,Postcard,1,Low,0,Medium,1,1,4,252.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,5,1007
No,Air Miles,0,Postcard,1,Low,0,Medium,1,1,3,1249.5
No,Points,3,Postcard,1,Medium,1,Medium,1,3,4,891.25
No,Air Miles,0,Postcard,1,High,3,Medium,1,3,1,991.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,3,161.75
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,4,1231.25
No,Cash Back,1,Letter,0,Medium,1,High,2,2,5,950
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,4,308
Yes,Points,3,Postcard,1,Low,0,Low,0,2,4,1036.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,4,3,1242.5
No,Air Miles,0,Postcard,1,High,3,Medium,1,3,5,1163.5
Yes,Points,3,Postcard,1,Medium,1,Low,0,1,3,1051
No,Points,3,Postcard,1,Medium,1,Medium,1,2,2,1133.25
No,Points,3,Letter,0,High,3,Medium,1,2,5,1107.25
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,3,948.25
No,Air Miles,0,Postcard,1,High,3,Medium,1,1,3,1355.75
No,Cash Back,1,Postcard,1,High,3,Medium,1,1,4,1235
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,4,1061
No,Cash Back,1,Letter,0,Low,0,Low,0,3,5,211.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,1,1131.5
No,Cash Back,1,Letter,0,High,3,Medium,1,1,2,818.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,5,158.25
No,Points,3,Letter,0,Medium,1,High,2,4,4,874.5
No,Cash Back,1,Letter,0,Medium,1,High,2,2,4,374.75
No,Points,3,Postcard,1,Low,0,Medium,1,2,1,845.25
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,6,209.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,4,1242.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,4,1038.75
No,Points,3,Letter,0,High,3,Medium,1,2,3,1204
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,3,1087.5
No,Points,3,Postcard,1,Medium,1,High,2,4,4,717
No,Cash Back,1,Postcard,1,High,3,Low,0,3,1,1222.5
No,Cash Back,1,Postcard,1,Low,0,High,2,3,4,1061.5
No,Air Miles,0,Postcard,1,Low,0,High,2,3,4,1214.75
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,6,1805
No,Points,3,Letter,0,High,3,High,2,3,3,823
No,Points,3,Postcard,1,Low,0,Medium,1,3,3,703
No,Cash Back,1,Postcard,1,Medium,1,High,2,3,3,745.5
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,2,1277.25
No,Points,3,Letter,0,Medium,1,Low,0,1,4,1028
No,Air Miles,0,Postcard,1,Low,0,Medium,1,1,3,957
No,Cash Back,1,Letter,0,Medium,1,High,2,2,3,1393
No,Air Miles,0,Postcard,1,Low,0,High,2,2,4,778.25
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,3,849.5
No,Air Miles,0,Letter,0,Low,0,Low,0,2,6,1061.75
No,Air Miles,0,Letter,0,Medium,1,High,2,2,3,1065.25
No,Cash Back,1,Letter,0,Medium,1,High,2,2,5,675.25
No,Cash Back,1,Postcard,1,Low,0,Medium,1,3,2,1293.75
No,Air Miles,0,Letter,0,High,3,High,2,4,2,748
No,Points,3,Postcard,1,Low,0,Medium,1,2,4,826.25
No,Points,3,Letter,0,High,3,High,2,2,3,1107.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,4,158.25
No,Cash Back,1,Letter,0,Low,0,High,2,2,3,255.75
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,3,1171.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,5,694.25
No,Cash Back,1,Postcard,1,High,3,High,2,1,4,745.25
Yes,Air Miles,0,Postcard,1,High,3,Low,0,1,4,940.25
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,3,807
No,Cash Back,1,Letter,0,Low,0,High,2,1,2,1072
Yes,Points,3,Postcard,1,Low,0,Medium,1,3,4,1131.5
No,Air Miles,0,Letter,0,Low,0,Low,0,2,2,1151
No,Points,3,Letter,0,Low,0,Low,0,4,6,1400.5
No,Points,3,Letter,0,High,3,High,2,2,3,968.5
No,Cash Back,1,Letter,0,Low,0,Medium,1,1,5,937.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,2,863.25
No,Cash Back,1,Postcard,1,Low,0,Medium,1,2,4,665
No,Points,3,Letter,0,Medium,1,High,2,1,5,970.75
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,3,815.25
No,Points,3,Postcard,1,High,3,Low,0,2,1,1148.75
No,Air Miles,0,Letter,0,Medium,1,High,2,1,3,716.5
No,Air Miles,0,Letter,0,Low,0,Medium,1,1,2,831.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,3,312.75
No,Cash Back,1,Postcard,1,Low,0,Low,0,1,4,1791.75
No,Air Miles,0,Letter,0,Low,0,High,2,2,5,1058.75
No,Cash Back,1,Letter,0,High,3,High,2,1,3,781.5
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,3,1122.75
No,Cash Back,1,Postcard,1,High,3,Low,0,1,3,1064.75
No,Points,3,Postcard,1,Low,0,High,2,1,4,761
No,Points,3,Letter,0,Medium,1,Medium,1,2,4,723.75
No,Points,3,Letter,0,High,3,High,2,3,3,310.25
No,Cash Back,1,Postcard,1,Medium,1,High,2,3,4,1275.25
No,Air Miles,0,Letter,0,Low,0,Low,0,2,2,1049.5
No,Points,3,Letter,0,Medium,1,Low,0,1,2,289
No,Cash Back,1,Letter,0,Medium,1,Medium,1,4,3,961
No,Points,3,Letter,0,High,3,Low,0,2,3,893.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,2,143.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,2,1190.75
No,Cash Back,1,Letter,0,Low,0,High,2,1,6,1192.25
No,Points,3,Postcard,1,Low,0,Low,0,4,2,948.25
No,Points,3,Letter,0,Medium,1,Low,0,1,3,1515.75
No,Air Miles,0,Letter,0,Low,0,Medium,1,3,2,1216.75
No,Air Miles,0,Letter,0,Medium,1,High,2,2,3,1303
No,Points,3,Postcard,1,Medium,1,High,2,2,4,868.25
No,Points,3,Postcard,1,High,3,Medium,1,1,2,1177
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,3,1021.25
Yes,Air Miles,0,Postcard,1,Medium,1,High,2,1,3,151.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,3,5,1022
No,Cash Back,1,Postcard,1,Medium,1,High,2,3,3,1278.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,3,278.5
No,Points,3,Postcard,1,Low,0,Medium,1,2,4,1083.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,2,306
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,5,1699.25
No,Cash Back,1,Letter,0,Low,0,Low,0,1,4,1160
No,Air Miles,0,Letter,0,Low,0,High,2,3,3,1140.5
No,Cash Back,1,Postcard,1,High,3,Medium,1,4,2,866.25
No,Air Miles,0,Letter,0,High,3,Low,0,3,4,1123.5
No,Cash Back,1,Letter,0,High,3,Low,0,1,4,833.75
Yes,Air Miles,0,Postcard,1,Low,0,Low,0,4,2,990
No,Points,3,Postcard,1,Medium,1,Low,0,2,3,969.75
No,Points,3,Letter,0,Medium,1,Low,0,2,3,1124
No,Cash Back,1,Postcard,1,High,3,Low,0,2,2,971.75
