Customer Number,Offer Accepted,Reward,Mailer Type
14561,No,Air Miles,Letter
14562,No,Cash Back,Postcard
14563,No,Air Miles,Letter
14564,No,Points,Letter
14565,No,Cash Back,Letter
14566,No,Air Miles,Letter
14567,No,Cash Back,Letter
14568,No,Points,Postcard
14569,No,Cash Back,Postcard
14570,No,Points,Postcard
14571,No,Air Miles,Postcard
14572,No,Points,Letter
14573,No,Points,Postcard
14574,No,Cash Back,Postcard
14575,No,Points,Letter
14576,No,Cash Back,Postcard
14577,No,Points,Letter
14578,No,Points,Letter
14579,No,Cash Back,Postcard
14580,Yes,Air Miles,Postcard
14581,No,Air Miles,Postcard
14582,No,Air Miles,Letter
14583,No,Points,Postcard
14584,No,Air Miles,Letter
14585,No,Air Miles,Letter
14586,No,Cash Back,Letter
14587,No,Air Miles,Letter
14588,No,Points,Postcard
14589,No,Points,Postcard
14590,No,Cash Back,Letter
14591,Yes,Points,Postcard
14592,No,Points,Postcard
14593,No,Air Miles,Postcard
14594,No,Points,Letter
14595,No,Cash Back,Letter
14596,No,Points,Postcard
14597,No,Cash Back,Letter
14598,No,Air Miles,Letter
14599,No,Air Miles,Postcard
14600,No,Cash Back,Letter
14601,No,Points,Postcard
14602,Yes,Points,Postcard
14603,No,Air Miles,Letter
14604,No,Air Miles,Postcard
14605,No,Cash Back,Postcard
14606,No,Air Miles,Letter
14607,No,Air Miles,Letter
14608,No,Cash Back,Letter
14609,No,Air Miles,Letter
14610,Yes,Air Miles,Postcard
14611,No,Cash Back,Postcard
14612,No,Cash Back,Letter
14613,No,Points,Postcard
14614,No,Points,Postcard
14615,No,Air Miles,Postcard
14616,No,Points,Letter
14617,No,Points,Postcard
14618,No,Points,Postcard
14619,No,Air Miles,Postcard
14620,No,Cash Back,Postcard
14621,No,Air Miles,Postcard
14622,No,Points,Postcard
14623,No,Air Miles,Letter
14624,No,Points,Postcard
14625,No,Cash Back,Letter
14626,Yes,Cash Back,Postcard
14627,No,Air Miles,Letter
14628,No,Points,Postcard
14629,No,Points,Letter
14630,No,Cash Back,Postcard
14631,No,Points,Postcard
14632,No,Points,Postcard
14633,No,Air Miles,Letter
14634,No,Cash Back,Postcard
14635,No,Points,Letter
14636,No,Cash Back,Postcard
14637,No,Cash Back,Postcard
14638,No,Air Miles,Letter
14639,No,Points,Letter
14640,No,Points,Letter
14641,No,Points,Letter
14642,No,Points,Postcard
14643,No,Points,Postcard
14644,No,Cash Back,Letter
14645,No,Cash Back,Postcard
14646,No,Air Miles,Letter
14647,No,Air Miles,Letter
14648,No,Cash Back,Letter
14649,No,Points,Postcard
14650,No,Cash Back,Letter
14651,No,Air Miles,Postcard
14652,No,Cash Back,Letter
14653,No,Points,Letter
14654,No,Cash Back,Postcard
14655,No,Points,Postcard
14656,No,Air Miles,Letter
14657,No,Air Miles,Postcard
14658,No,Points,Letter
14659,No,Air Miles,Letter
14660,No,Points,Letter
14661,No,Cash Back,Letter
14662,No,Points,Letter
14663,No,Air Miles,Letter
14664,No,Cash Back,Postcard
14665,No,Cash Back,Postcard
14666,No,Cash Back,Letter
14667,No,Air Miles,Postcard
14668,No,Points,Postcard
14669,No,Cash Back,Postcard
14670,No,Points,Letter
14671,No,Points,Letter
14672,No,Air Miles,Postcard
14673,No,Air Miles,Letter
14674,No,Points,Postcard
14675,No,Cash Back,Letter
14676,No,Air Miles,Postcard
14677,No,Cash Back,Postcard
14678,No,Points,Letter
14679,No,Air Miles,Letter
14680,No,Points,Postcard
14681,No,Air Miles,Letter
14682,No,Cash Back,Postcard
14683,Yes,Air Miles,Postcard
14684,No,Points,Letter
14685,No,Cash Back,Postcard
14686,No,Cash Back,Letter
14687,No,Points,Letter
14688,No,Air Miles,Letter
14689,No,Cash Back,Letter
14690,No,Points,Letter
14691,No,Cash Back,Postcard
14692,No,Cash Back,Letter
14693,No,Cash Back,Postcard
14694,No,Points,Letter
14695,No,Points,Postcard
14696,No,Cash Back,Postcard
14697,No,Points,Postcard
14698,No,Air Miles,Postcard
14699,No,Points,Postcard
14700,No,Points,Letter
14701,No,Air Miles,Postcard
14702,No,Points,Postcard
14703,No,Air Miles,Letter
14704,No,Points,Postcard
14705,No,Cash Back,Letter
14706,No,Points,Postcard
14707,No,Cash Back,Postcard
14708,No,Air Miles,Letter
14709,No,Cash Back,Letter
14710,No,Cash Back,Letter
14711,No,Points,Postcard
14712,No,Air Miles,Postcard
14713,No,Cash Back,Postcard
14714,No,Cash Back,Postcard
14715,No,Points,Postcard
14716,No,Air Miles,Postcard
14717,No,Air Miles,Postcard
14718,No,Cash Back,Postcard
14719,No,Points,Letter
14720,No,Points,Postcard
14721,No,Air Miles,Letter
14722,No,Cash Back,Letter
14723,No,Cash Back,Letter
14724,No,Air Miles,Letter
14725,No,Air Miles,Postcard
14726,No,Air Miles,Postcard
14727,No,Points,Letter
14728,No,Points,Letter
14729,No,Cash Back,Letter
14730,No,Points,Letter
14731,No,Points,Postcard
14732,No,Points,Postcard
14733,No,Points,Postcard
14734,No,Cash Back,Postcard
14735,No,Air Miles,Postcard
14736,No,Air Miles,Letter
14737,No,Air Miles,Letter
14738,Yes,Points,Postcard
14739,No,Air Miles,Postcard
14740,No,Air Miles,Postcard
14741,No,Points,Postcard
14742,No,Points,Postcard
14743,No,Points,Postcard
14744,No,Air Miles,Letter
14745,No,Points,Postcard
14746,No,Air Miles,Postcard
14747,No,Air Miles,Letter
14748,No,Cash Back,Letter
14749,No,Air Miles,Letter
14750,No,Air Miles,Postcard
14751,No,Air Miles,Letter
14752,No,Cash Back,Postcard
14753,No,Points,Letter
14754,No,Air Miles,Letter
14755,Yes,Air Miles,Postcard
14756,Yes,Points,Postcard
14757,No,Cash Back,Postcard
14758,No,Points,Letter
14759,No,Air Miles,Letter
14760,No,Cash Back,Letter
14761,No,Air Miles,Postcard
14762,No,Points,Letter
14763,No,Cash Back,Postcard
14764,No,Points,Postcard
14765,No,Air Miles,Postcard
14766,No,Air Miles,Postcard
14767,No,Cash Back,Postcard
14768,No,Air Miles,Postcard
14769,No,Cash Back,Postcard
14770,No,Cash Back,Postcard
14771,No,Cash Back,Postcard
14772,No,Air Miles,Letter
14773,No,Air Miles,Postcard
14774,No,Cash Back,Postcard
14775,No,Air Miles,Postcard
14776,No,Points,Letter
14777,No,Points,Letter
14778,No,Points,Postcard
14779,No,Points,Letter
14780,No,Air Miles,Letter
14781,No,Air Miles,Postcard
14782,No,Points,Postcard
14783,No,Air Miles,Postcard
14784,No,Air Miles,Letter
14785,No,Cash Back,Letter
14786,No,Air Miles,Postcard
14787,No,Cash Back,Letter
14788,No,Points,Postcard
14789,No,Cash Back,Letter
14790,No,Cash Back,Letter
14791,No,Cash Back,Postcard
14792,No,Air Miles,Postcard
14793,No,Points,Postcard
14794,No,Points,Postcard
14795,No,Cash Back,Postcard
14796,No,Air Miles,Letter
14797,No,Cash Back,Postcard
14798,No,Air Miles,Letter
14799,No,Cash Back,Postcard
14800,No,Air Miles,Letter
14801,No,Air Miles,Letter
14802,No,Cash Back,Letter
14803,No,Air Miles,Letter
14804,No,Air Miles,Letter
14805,No,Cash Back,Postcard
14806,No,Points,Letter
14807,No,Air Miles,Postcard
14808,No,Points,Letter
14809,No,Cash Back,Postcard
14810,No,Cash Back,Postcard
14811,No,Points,Letter
14812,No,Cash Back,Letter
14813,No,Cash Back,Letter
14814,No,Air Miles,Postcard
14815,No,Air Miles,Letter
14816,No,Cash Back,Letter
14817,No,Cash Back,Postcard
14818,No,Points,Postcard
14819,No,Points,Postcard
14820,No,Cash Back,Postcard
14821,No,Air Miles,Postcard
14822,No,Air Miles,Postcard
14823,No,Points,Postcard
14824,No,Air Miles,Letter
14825,No,Cash Back,Postcard
14826,No,Air Miles,Letter
14827,No,Cash Back,Letter
14828,No,Cash Back,Letter
14829,No,Points,Postcard
14830,No,Cash Back,Letter
14831,No,Cash Back,Letter
14832,No,Points,Letter
14833,No,Cash Back,Postcard
14834,No,Air Miles,Postcard
14835,No,Points,Postcard
14836,No,Points,Letter
14837,No,Cash Back,Postcard
14838,No,Cash Back,Letter
14839,No,Air Miles,Letter
14840,No,Air Miles,Postcard
14841,No,Points,Postcard
14842,No,Air Miles,Postcard
14843,No,Points,Letter
14844,Yes,Points,Letter
14845,No,Air Miles,Letter
14846,No,Air Miles,Postcard
14847,No,Cash Back,Letter
14848,No,Air Miles,Letter
14849,Yes,Air Miles,Postcard
14850,No,Air Miles,Letter
14851,No,Cash Back,Postcard
14852,No,Air Miles,Letter
14853,No,Cash Back,Postcard
14854,No,Points,Letter
14855,No,Air Miles,Letter
14856,No,Points,Letter
14857,No,Air Miles,Postcard
14858,No,Cash Back,Letter
14859,No,Points,Letter
14860,No,Points,Postcard
14861,No,Points,Postcard
14862,No,Air Miles,Postcard
14863,No,Air Miles,Letter
14864,No,Points,Postcard
14865,No,Cash Back,Postcard
14866,No,Cash Back,Letter
14867,No,Air Miles,Letter
14868,No,Cash Back,Postcard
14869,No,Air Miles,Postcard
14870,No,Points,Postcard
14871,No,Points,Letter
14872,No,Air Miles,Postcard
14873,No,Air Miles,Postcard
14874,No,Points,Postcard
14875,No,Air Miles,Postcard
14876,No,Points,Postcard
14877,No,Air Miles,Postcard
14878,No,Points,Postcard
14879,No,Air Miles,Letter
14880,No,Cash Back,Postcard
14881,No,Air Miles,Postcard
14882,No,Cash Back,Postcard
14883,No,Points,Letter
14884,No,Air Miles,Postcard
14885,No,Points,Postcard
14886,No,Points,Postcard
14887,No,Air Miles,Postcard
14888,No,Points,Postcard
14889,No,Air Miles,Postcard
14890,No,Points,Letter
14891,No,Air Miles,Letter
14892,No,Cash Back,Letter
14893,No,Air Miles,Postcard
14894,No,Air Miles,Postcard
14895,No,Air Miles,Letter
14896,No,Cash Back,Postcard
14897,No,Cash Back,Letter
14898,No,Cash Back,Letter
14899,No,Cash Back,Postcard
14900,No,Points,Letter
14901,No,Air Miles,Postcard
14902,No,Cash Back,Letter
14903,No,Cash Back,Postcard
14904,No,Points,Letter
14905,No,Points,Letter
14906,No,Points,Letter
14907,No,Air Miles,Postcard
14908,No,Cash Back,Postcard
14909,No,Points,Letter
14910,Yes,Cash Back,Letter
14911,No,Cash Back,Postcard
14912,No,Air Miles,Postcard
14913,No,Cash Back,Letter
14914,No,Cash Back,Letter
14915,No,Points,Letter
14916,No,Air Miles,Postcard
14917,No,Points,Postcard
14918,No,Air Miles,Letter
14919,No,Cash Back,Postcard
14920,No,Air Miles,Postcard
14921,No,Cash Back,Letter
14922,No,Points,Letter
14923,No,Points,Postcard
14924,No,Cash Back,Letter
14925,No,Points,Letter
14926,No,Air Miles,Postcard
14927,Yes,Air Miles,Postcard
14928,No,Cash Back,Letter
14929,No,Cash Back,Postcard
14930,No,Points,Postcard
14931,No,Air Miles,Postcard
14932,No,Cash Back,Postcard
14933,No,Points,Letter
14934,No,Points,Letter
14935,No,Cash Back,Letter
14936,No,Points,Postcard
14937,No,Points,Letter
14938,No,Air Miles,Postcard
14939,No,Points,Letter
14940,No,Cash Back,Postcard
14941,No,Air Miles,Letter
14942,Yes,Points,Letter
14943,No,Air Miles,Postcard
14944,No,Cash Back,Letter
14945,No,Cash Back,Letter
14946,No,Cash Back,Postcard
14947,No,Points,Letter
14948,No,Cash Back,Postcard
14949,No,Cash Back,Postcard
14950,No,Air Miles,Letter
14951,No,Air Miles,Postcard
14952,No,Air Miles,Letter
14953,Yes,Points,Letter
14954,No,Cash Back,Letter
14955,No,Points,Postcard
14956,No,Cash Back,Postcard
14957,No,Points,Postcard
14958,No,Points,Letter
14959,No,Air Miles,Postcard
14960,No,Points,Letter
14961,No,Air Miles,Letter
14962,No,Cash Back,Letter
14963,No,Cash Back,Letter
14964,No,Points,Letter
14965,No,Points,Postcard
14966,No,Cash Back,Letter
14967,No,Cash Back,Postcard
14968,No,Air Miles,Postcard
14969,No,Cash Back,Postcard
14970,Yes,Points,Letter
14971,No,Points,Letter
14972,No,Points,Postcard
14973,No,Points,Postcard
14974,No,Points,Letter
14975,No,Cash Back,Postcard
14976,No,Points,Letter
14977,No,Points,Letter
14978,No,Air Miles,Postcard
14979,No,Air Miles,Postcard
14980,No,Air Miles,Postcard
14981,No,Air Miles,Postcard
14982,No,Cash Back,Letter
14983,No,Points,Postcard
14984,No,Air Miles,Postcard
14985,No,Air Miles,Postcard
14986,No,Air Miles,Letter
14987,Yes,Air Miles,Postcard
14988,No,Air Miles,Postcard
14989,No,Air Miles,Postcard
14990,No,Points,Letter
14991,No,Cash Back,Postcard
14992,No,Cash Back,Letter
14993,No,Cash Back,Letter
14994,No,Points,Letter
14995,No,Cash Back,Postcard
14996,No,Cash Back,Postcard
14997,No,Cash Back,Letter
14998,No,Air Miles,Postcard
14999,No,Points,Postcard
15000,No,Cash Back,Letter
15001,No,Points,Postcard
15002,No,Points,Postcard
15003,No,Air Miles,Postcard
15004,No,Cash Back,Postcard
15005,No,Air Miles,Postcard
15006,No,Cash Back,Postcard
15007,No,Points,Postcard
15008,Yes,Cash Back,Letter
15009,No,Cash Back,Letter
15010,No,Air Miles,Letter
15011,No,Cash Back,Postcard
15012,No,Cash Back,Postcard
15013,No,Air Miles,Postcard
15014,No,Cash Back,Postcard
15015,No,Points,Letter
15016,No,Points,Letter
15017,No,Points,Postcard
15018,No,Points,Postcard
15019,Yes,Points,Letter
15020,No,Air Miles,Letter
15021,No,Air Miles,Letter
15022,No,Points,Letter
15023,No,Air Miles,Postcard
15024,No,Cash Back,Letter
15025,No,Cash Back,Postcard
15026,No,Points,Postcard
15027,No,Points,Postcard
15028,No,Air Miles,Letter
15029,No,Air Miles,Postcard
15030,Yes,Cash Back,Postcard
15031,No,Points,Letter
15032,No,Cash Back,Postcard
15033,No,Points,Letter
15034,No,Points,Letter
15035,No,Points,Postcard
15036,No,Air Miles,Letter
15037,No,Points,Postcard
15038,No,Air Miles,Letter
15039,No,Points,Letter
15040,No,Cash Back,Letter
15041,No,Points,Postcard
15042,No,Cash Back,Letter
15043,No,Air Miles,Postcard
15044,No,Points,Postcard
15045,No,Air Miles,Postcard
15046,No,Cash Back,Postcard
15047,No,Cash Back,Postcard
15048,Yes,Cash Back,Postcard
15049,No,Cash Back,Letter
15050,No,Air Miles,Postcard
15051,No,Cash Back,Postcard
15052,No,Points,Letter
15053,Yes,Points,Letter
15054,No,Air Miles,Postcard
15055,No,Air Miles,Letter
15056,No,Cash Back,Letter
15057,No,Points,Postcard
15058,No,Cash Back,Postcard
15059,No,Air Miles,Letter
15060,No,Points,Letter
15061,No,Cash Back,Letter
15062,No,Points,Postcard
15063,No,Cash Back,Postcard
15064,No,Points,Postcard
15065,No,Air Miles,Postcard
15066,No,Air Miles,Letter
15067,No,Points,Postcard
15068,No,Points,Postcard
15069,No,Cash Back,Letter
15070,No,Air Miles,Letter
15071,No,Points,Letter
15072,No,Cash Back,Postcard
15073,No,Air Miles,Letter
15074,No,Air Miles,Postcard
15075,No,Air Miles,Letter
15076,No,Air Miles,Postcard
15077,No,Points,Postcard
15078,No,Air Miles,Postcard
15079,No,Points,Postcard
15080,No,Points,Letter
15081,No,Air Miles,Letter
15082,No,Points,Postcard
15083,No,Cash Back,Letter
15084,No,Points,Letter
15085,No,Points,Postcard
15086,Yes,Points,Postcard
15087,No,Air Miles,Postcard
15088,No,Air Miles,Postcard
15089,Yes,Air Miles,Postcard
15090,No,Points,Postcard
15091,No,Air Miles,Letter
15092,No,Points,Letter
15093,No,Cash Back,Postcard
15094,No,Cash Back,Letter
15095,No,Points,Postcard
15096,No,Points,Letter
15097,No,Points,Letter
15098,No,Points,Postcard
15099,No,Cash Back,Letter
15100,No,Cash Back,Letter
15101,No,Points,Postcard
15102,Yes,Air Miles,Letter
15103,No,Cash Back,Postcard
15104,No,Points,Postcard
15105,No,Air Miles,Letter
15106,No,Cash Back,Postcard
15107,No,Cash Back,Letter
15108,No,Cash Back,Postcard
15109,Yes,Points,Postcard
15110,No,Air Miles,Letter
15111,No,Points,Postcard
15112,No,Air Miles,Letter
15113,No,Air Miles,Postcard
15114,No,Points,Letter
15115,No,Cash Back,Letter
15116,No,Cash Back,Letter
15117,No,Cash Back,Letter
15118,No,Cash Back,Letter
15119,No,Points,Letter
15120,No,Air Miles,Postcard
15121,Yes,Air Miles,Postcard
15122,No,Points,Letter
15123,No,Points,Postcard
15124,No,Air Miles,Postcard
15125,No,Air Miles,Letter
15126,No,Air Miles,Postcard
15127,No,Cash Back,Postcard
15128,No,Points,Letter
15129,No,Cash Back,Letter
15130,No,Air Miles,Letter
15131,No,Points,Letter
15132,No,Air Miles,Letter
15133,No,Points,Postcard
15134,No,Points,Postcard
15135,Yes,Air Miles,Postcard
15136,No,Air Miles,Postcard
15137,No,Points,Postcard
15138,No,Cash Back,Letter
15139,No,Points,Letter
15140,No,Cash Back,Letter
15141,No,Points,Letter
15142,No,Air Miles,Postcard
15143,No,Points,Postcard
15144,No,Cash Back,Letter
15145,No,Points,Letter
15146,No,Points,Postcard
15147,No,Cash Back,Postcard
15148,No,Air Miles,Postcard
15149,No,Cash Back,Postcard
15150,No,Cash Back,Letter
15151,No,Air Miles,Letter
15152,No,Cash Back,Letter
15153,No,Cash Back,Letter
15154,No,Cash Back,Postcard
15155,No,Points,Postcard
15156,No,Cash Back,Letter
15157,No,Cash Back,Letter
15158,No,Points,Postcard
15159,No,Cash Back,Letter
15160,No,Air Miles,Letter
15161,No,Points,Letter
15162,No,Points,Postcard
15163,No,Cash Back,Letter
15164,No,Points,Postcard
15165,No,Air Miles,Postcard
15166,No,Points,Postcard
15167,No,Points,Letter
15168,No,Cash Back,Postcard
15169,No,Points,Letter
15170,No,Points,Letter
15171,No,Points,Postcard
15172,No,Points,Letter
15173,No,Air Miles,Postcard
15174,No,Points,Letter
15175,No,Air Miles,Postcard
15176,No,Air Miles,Postcard
15177,No,Points,Postcard
15178,No,Points,Postcard
15179,No,Air Miles,Letter
15180,No,Points,Postcard
15181,No,Air Miles,Letter
15182,Yes,Air Miles,Postcard
15183,No,Air Miles,Postcard
15184,Yes,Points,Postcard
15185,No,Cash Back,Postcard
15186,No,Cash Back,Letter
15187,No,Air Miles,Postcard
15188,No,Air Miles,Letter
15189,No,Points,Postcard
15190,No,Air Miles,Letter
15191,Yes,Air Miles,Postcard
15192,No,Points,Postcard
15193,No,Points,Letter
15194,No,Cash Back,Postcard
15195,No,Cash Back,Letter
15196,No,Air Miles,Postcard
15197,No,Points,Postcard
15198,No,Cash Back,Letter
15199,No,Points,Postcard
15200,No,Air Miles,Letter
15201,No,Air Miles,Letter
15202,No,Points,Letter
15203,No,Points,Letter
15204,No,Air Miles,Letter
15205,No,Cash Back,Postcard
15206,No,Air Miles,Postcard
15207,No,Cash Back,Letter
15208,No,Air Miles,Postcard
15209,No,Air Miles,Letter
15210,No,Points,Letter
15211,Yes,Air Miles,Postcard
15212,Yes,Air Miles,Postcard
15213,No,Air Miles,Letter
15214,No,Air Miles,Letter
15215,No,Air Miles,Postcard
15216,No,Points,Postcard
15217,No,Points,Postcard
15218,No,Air Miles,Letter
15219,No,Air Miles,Postcard
15220,No,Points,Postcard
15221,No,Cash Back,Postcard
15222,No,Points,Postcard
15223,No,Cash Back,Postcard
15224,No,Cash Back,Letter
15225,No,Cash Back,Letter
15226,No,Cash Back,Letter
15227,No,Points,Postcard
15228,No,Points,Postcard
15229,No,Points,Letter
15230,No,Air Miles,Postcard
15231,No,Cash Back,Letter
15232,No,Cash Back,Letter
15233,No,Points,Letter
15234,Yes,Air Miles,Postcard
15235,No,Points,Letter
15236,No,Air Miles,Letter
15237,No,Points,Letter
15238,No,Cash Back,Postcard
15239,Yes,Air Miles,Postcard
15240,No,Air Miles,Letter
15241,No,Points,Postcard
15242,No,Cash Back,Postcard
15243,No,Air Miles,Postcard
15244,No,Points,Letter
15245,No,Points,Letter
15246,No,Points,Postcard
15247,No,Cash Back,Letter
15248,No,Points,Letter
15249,No,Points,Postcard
15250,No,Points,Letter
15251,No,Cash Back,Postcard
15252,No,Air Miles,Letter
15253,No,Points,Letter
15254,No,Cash Back,Letter
15255,No,Points,Letter
15256,No,Air Miles,Postcard
15257,No,Cash Back,Letter
15258,No,Air Miles,Letter
15259,No,Cash Back,Postcard
15260,No,Air Miles,Letter
15261,Yes,Air Miles,Postcard
15262,No,Points,Postcard
15263,No,Air Miles,Postcard
15264,No,Points,Letter
15265,No,Points,Postcard
15266,No,Cash Back,Postcard
15267,No,Points,Letter
15268,No,Air Miles,Postcard
15269,Yes,Cash Back,Letter
15270,No,Air Miles,Postcard
15271,No,Air Miles,Letter
15272,No,Air Miles,Postcard
15273,No,Air Miles,Postcard
15274,No,Cash Back,Letter
15275,No,Air Miles,Postcard
15276,No,Cash Back,Letter
15277,No,Points,Postcard
15278,No,Points,Letter
15279,No,Points,Postcard
15280,No,Points,Letter
15281,No,Cash Back,Postcard
15282,No,Cash Back,Postcard
15283,No,Cash Back,Letter
15284,No,Cash Back,Postcard
15285,No,Cash Back,Postcard
15286,No,Air Miles,Postcard
15287,No,Air Miles,Letter
15288,No,Cash Back,Postcard
15289,No,Cash Back,Letter
15290,No,Air Miles,Postcard
15291,No,Cash Back,Letter
15292,No,Air Miles,Letter
15293,No,Cash Back,Postcard
15294,No,Cash Back,Letter
15295,No,Points,Letter
15296,No,Points,Postcard
15297,No,Points,Letter
15298,No,Air Miles,Letter
15299,No,Air Miles,Letter
15300,No,Air Miles,Letter
15301,No,Air Miles,Postcard
15302,No,Cash Back,Letter
15303,No,Air Miles,Postcard
15304,No,Cash Back,Letter
15305,No,Air Miles,Letter
15306,Yes,Air Miles,Postcard
15307,No,Points,Postcard
15308,No,Air Miles,Postcard
15309,No,Air Miles,Letter
15310,No,Points,Letter
15311,No,Air Miles,Letter
15312,No,Cash Back,Letter
15313,No,Air Miles,Postcard
15314,Yes,Points,Letter
15315,No,Points,Letter
15316,No,Cash Back,Letter
15317,No,Air Miles,Postcard
15318,No,Points,Postcard
15319,No,Air Miles,Letter
15320,No,Points,Postcard
15321,No,Air Miles,Postcard
15322,No,Cash Back,Letter
15323,No,Points,Letter
15324,No,Cash Back,Postcard
15325,No,Air Miles,Postcard
15326,No,Air Miles,Letter
15327,No,Air Miles,Letter
15328,No,Air Miles,Postcard
15329,No,Points,Letter
15330,No,Points,Letter
15331,No,Air Miles,Letter
15332,No,Air Miles,Letter
15333,No,Cash Back,Letter
15334,No,Cash Back,Letter
15335,No,Cash Back,Postcard
15336,No,Air Miles,Postcard
15337,No,Points,Postcard
15338,No,Cash Back,Letter
15339,No,Cash Back,Letter
15340,No,Air Miles,Postcard
15341,No,Cash Back,Postcard
15342,No,Cash Back,Letter
15343,No,Points,Postcard
15344,No,Air Miles,Postcard
15345,No,Air Miles,Postcard
15346,No,Air Miles,Letter
15347,No,Cash Back,Postcard
15348,No,Cash Back,Postcard
15349,No,Cash Back,Letter
15350,No,Air Miles,Letter
15351,Yes,Air Miles,Postcard
15352,No,Points,Postcard
15353,No,Points,Letter
15354,No,Cash Back,Letter
15355,No,Points,Postcard
15356,No,Cash Back,Postcard
15357,No,Points,Letter
15358,No,Cash Back,Letter
15359,No,Air Miles,Letter
15360,No,Points,Letter
15361,No,Air Miles,Postcard
15362,No,Air Miles,Letter
15363,No,Points,Postcard
15364,No,Cash Back,Letter
15365,No,Air Miles,Letter
15366,No,Cash Back,Postcard
15367,No,Air Miles,Letter
15368,No,Points,Letter
15369,No,Cash Back,Letter
15370,No,Air Miles,Letter
15371,No,Air Miles,Postcard
15372,No,Points,Letter
15373,Yes,Points,Postcard
15374,No,Points,Postcard
15375,No,Air Miles,Postcard
15376,No,Air Miles,Letter
15377,No,Cash Back,Postcard
15378,No,Points,Postcard
15379,No,Cash Back,Letter
15380,No,Cash Back,Postcard
15381,No,Air Miles,Letter
15382,No,Points,Letter
15383,No,Cash Back,Letter
15384,Yes,Cash Back,Postcard
15385,No,Cash Back,Letter
15386,No,Air Miles,Letter
15387,No,Points,Letter
15388,No,Points,Postcard
15389,No,Air Miles,Postcard
15390,No,Points,Postcard
15391,No,Air Miles,Letter
15392,Yes,Cash Back,Postcard
15393,No,Points,Letter
15394,No,Cash Back,Postcard
15395,No,Cash Back,Letter
15396,No,Points,Letter
15397,No,Air Miles,Postcard
15398,No,Points,Postcard
15399,No,Air Miles,Postcard
15400,No,Air Miles,Postcard
15401,Yes,Points,Postcard
15402,No,Cash Back,Postcard
15403,No,Air Miles,Letter
15404,Yes,Cash Back,Letter
15405,No,Points,Postcard
15406,No,Points,Letter
15407,No,Air Miles,Postcard
15408,No,Air Miles,Postcard
15409,Yes,Air Miles,Postcard
15410,No,Air Miles,Postcard
15411,No,Cash Back,Letter
15412,No,Air Miles,Letter
15413,No,Points,Letter
15414,No,Air Miles,Postcard
15415,No,Cash Back,Letter
15416,No,Cash Back,Postcard
15417,No,Air Miles,Letter
15418,Yes,Points,Postcard
15419,No,Points,Letter
15420,No,Cash Back,Letter
15421,No,Cash Back,Postcard
15422,No,Air Miles,Postcard
15423,No,Points,Letter
15424,No,Points,Postcard
15425,No,Points,Letter
15426,No,Cash Back,Letter
15427,No,Points,Letter
15428,No,Cash Back,Letter
15429,No,Cash Back,Letter
15430,No,Cash Back,Postcard
15431,No,Air Miles,Postcard
15432,No,Cash Back,Letter
15433,No,Cash Back,Letter
15434,No,Points,Letter
15435,No,Cash Back,Postcard
15436,No,Cash Back,Letter
15437,No,Air Miles,Postcard
15438,No,Cash Back,Letter
15439,No,Cash Back,Postcard
15440,No,Points,Letter
15441,No,Air Miles,Postcard
15442,No,Points,Letter
15443,No,Cash Back,Postcard
15444,No,Points,Letter
15445,No,Air Miles,Postcard
15446,No,Cash Back,Postcard
15447,No,Air Miles,Postcard
15448,No,Air Miles,Postcard
15449,No,Air Miles,Postcard
15450,No,Cash Back,Postcard
15451,No,Air Miles,Postcard
15452,No,Cash Back,Postcard
15453,No,Cash Back,Letter
15454,No,Air Miles,Letter
15455,No,Points,Postcard
15456,No,Air Miles,Postcard
15457,No,Points,Letter
15458,No,Air Miles,Letter
15459,No,Points,Letter
15460,No,Air Miles,Letter
15461,No,Cash Back,Postcard
15462,No,Points,Postcard
15463,No,Cash Back,Postcard
15464,No,Cash Back,Letter
15465,No,Cash Back,Letter
15466,No,Air Miles,Letter
15467,No,Cash Back,Postcard
15468,No,Cash Back,Postcard
15469,No,Air Miles,Postcard
15470,No,Points,Letter
15471,No,Points,Letter
15472,Yes,Points,Postcard
15473,No,Cash Back,Postcard
15474,No,Air Miles,Postcard
15475,No,Points,Letter
15476,No,Cash Back,Letter
15477,No,Cash Back,Letter
15478,No,Air Miles,Postcard
15479,No,Cash Back,Postcard
15480,No,Points,Postcard
15481,No,Points,Postcard
15482,No,Air Miles,Letter
15483,No,Points,Postcard
15484,No,Air Miles,Letter
15485,No,Air Miles,Postcard
15486,No,Air Miles,Postcard
15487,No,Points,Postcard
15488,No,Cash Back,Postcard
15489,No,Air Miles,Postcard
15490,Yes,Points,Postcard
15491,No,Cash Back,Postcard
15492,No,Air Miles,Postcard
15493,No,Points,Letter
15494,No,Points,Postcard
15495,No,Points,Letter
15496,No,Cash Back,Letter
15497,No,Points,Postcard
15498,No,Points,Postcard
15499,No,Cash Back,Postcard
15500,No,Cash Back,Postcard
15501,No,Points,Letter
15502,No,Air Miles,Postcard
15503,No,Air Miles,Postcard
15504,No,Points,Letter
15505,No,Points,Letter
15506,No,Cash Back,Postcard
15507,No,Cash Back,Letter
15508,No,Cash Back,Letter
15509,No,Cash Back,Postcard
15510,Yes,Points,Letter
15511,Yes,Cash Back,Postcard
15512,No,Air Miles,Letter
15513,No,Air Miles,Letter
15514,No,Points,Letter
15515,No,Points,Letter
15516,No,Cash Back,Letter
15517,No,Cash Back,Letter
