Customer Number,Income Level,Credit Rating,Credit Cards Held,Household Size,Average Balance
15007,High,High,3,4,1277.75
15008,Medium,Low,1,3,1707
15009,Medium,High,2,2,1240.25
15010,Medium,Low,2,3,898.75
15011,Medium,Medium,2,4,321.25
15012,High,Medium,1,4,793.75
15013,Medium,Medium,3,3,597.75
15014,High,Medium,2,3,790
15015,Medium,High,1,4,965.25
15016,Medium,Low,3,2,979
15017,Medium,Low,1,4,922.5
15018,Medium,Medium,1,5,955.25
15019,Medium,Low,3,3,1089.25
15020,Medium,Medium,1,4,678.75
15021,Low,Low,1,4,963.25
15022,High,Medium,1,3,742
15023,Medium,Medium,3,4,1256.25
15024,Low,High,1,3,1283
15025,High,Medium,1,4,1053.5
15026,Medium,High,1,3,954.25
15027,Low,Low,2,2,1246
15028,Medium,Medium,1,4,1070.5
15029,Low,High,2,4,254.5
15030,Low,Low,2,5,911
15031,Medium,Low,2,2,1244.75
15032,High,Low,1,3,763.5
15033,High,High,2,6,268.25
15034,Low,Low,3,5,1282
15035,Medium,High,2,4,1173
15036,High,Medium,1,3,816.75
15037,Medium,Low,2,5,698.5
15038,Medium,Medium,3,3,1201.75
15039,Medium,High,2,6,789.5
15040,Low,High,1,3,810
15041,Medium,Medium,1,4,1127.25
15042,Medium,Medium,1,3,641
15043,Medium,Medium,2,4,274.25
15044,Low,Medium,2,3,1296.5
15045,Medium,High,2,1,1274.25
15046,Medium,Low,2,3,1014.25
15047,Low,Low,1,4,748
15048,Medium,Low,2,4,1438
15049,Medium,High,2,4,1142
15050,High,Low,3,4,1200.5
15051,Low,Low,1,4,1085
15052,Medium,Low,1,4,224.5
15053,Medium,Low,2,3,1206.75
15054,Medium,Low,4,2,1029.75
15055,Medium,Low,1,3,1028.75
15056,Medium,Low,1,4,652
15057,High,High,2,5,1476
15058,High,High,2,1,1292.5
15059,Medium,Medium,4,1,1065.5
15060,Medium,Low,3,5,314.75
15061,Medium,Low,1,4,704.5
15062,Medium,Medium,2,4,1006.25
15063,Medium,Medium,2,5,1251.25
15064,Medium,Medium,2,4,978.25
15065,High,Medium,3,4,1364.25
15066,Medium,High,1,5,1078.25
15067,High,Medium,1,2,1017
15068,Medium,High,3,4,995.25
15069,Medium,Medium,1,2,921
15070,Medium,Medium,1,3,1321.25
15071,Medium,High,1,1,1244.25
15072,Low,Low,2,4,1047.75
15073,High,Low,2,4,1188
15074,Medium,Low,3,3,1033.5
15075,Medium,Low,1,4,1100.75
15076,Low,Low,1,3,1053.5
15077,High,Medium,3,4,1142
15078,Low,High,3,3,811.5
15079,Low,High,3,5,1296
15080,Medium,High,4,3,1203.75
15081,High,High,2,2,252.5
15082,Low,Low,3,3,994
15083,Medium,Medium,1,4,946
15084,High,High,2,3,1042.5
15085,Medium,High,3,5,871
15086,Low,Low,2,5,936.5
15087,Medium,High,1,4,1150.25
15088,Medium,High,3,2,1338.5
15089,Medium,Low,1,3,200
15090,Medium,High,2,4,921.75
15091,Medium,High,3,3,675.75
15092,Low,Medium,3,4,1086
15093,Low,Medium,1,3,1198.5
15094,Medium,Low,3,4,1100
15095,Medium,Low,3,2,1434.25
15096,High,Low,3,4,991
15097,Medium,Medium,2,5,1138.25
15098,High,Medium,2,4,1337.25
15099,Medium,High,1,5,1044.25
15100,Medium,High,2,4,1010.5
15101,High,High,3,3,237.5
15102,Medium,Low,1,2,966
15103,Low,Medium,1,3,964.5
15104,Medium,High,1,2,223.5
15105,Low,Medium,2,3,1029.75
15106,High,High,1,4,704
15107,Low,Low,2,6,1054.5
15108,Low,High,3,4,240
15109,High,Medium,2,3,1348.75
15110,High,High,1,4,1093
15111,High,High,2,3,954.25
15112,Medium,High,1,4,228.25
15113,Medium,Low,1,4,1078.5
15114,Medium,High,2,3,1390
15115,High,Medium,2,4,1364
15116,Medium,Medium,3,3,1203.5
15117,Medium,High,2,6,759.75
15118,Low,High,1,4,1304.5
15119,Low,Medium,2,2,181.25
15120,High,Low,1,3,668
15121,High,Low,2,3,1163.75
15122,Low,Medium,2,5,1064
15123,Medium,High,1,3,1053.5
15124,High,Low,2,4,1153.25
15125,High,High,2,3,776.25
15126,Medium,Medium,3,2,1011
15127,Low,High,3,4,208.5
15128,High,High,4,3,1501.75
15129,High,Medium,1,3,1016.25
15130,Medium,High,1,4,643
15131,Medium,Medium,2,1,333.75
15132,Medium,Low,3,4,1331.5
15133,Medium,Low,1,5,723.5
15134,Medium,Low,1,3,1242.5
15135,High,Low,1,3,744.25
15136,Medium,Medium,1,4,1234.75
15137,Medium,High,2,4,1069.25
15138,Low,Medium,2,3,1057.5
15139,Medium,Low,2,3,1008.5
15140,Low,Low,1,4,889.5
15141,High,High,1,3,761
15142,High,Low,1,4,1066
15143,High,High,2,2,891.25
15144,High,Low,2,3,956
15145,Low,High,1,2,873.75
15146,Medium,High,3,3,897.5
15147,Medium,Medium,2,4,910.25
15148,High,Medium,2,1,936.75
15149,Low,Low,2,3,807.75
15150,Medium,Medium,2,2,179.25
15151,Medium,High,1,3,912.75
15152,Medium,High,2,3,834
15153,Medium,Medium,3,3,783.75
15154,High,Medium,2,3,967
15155,Medium,High,3,1,1294
15156,Medium,Medium,3,4,1009
15157,High,Medium,1,3,1290
15158,Medium,Low,1,3,1143.75
15159,Medium,High,1,5,965.5
15160,Medium,Medium,2,4,1324.25
15161,Low,High,2,6,1205
15162,Low,High,1,4,786.5
15163,Medium,Low,1,3,1077
15164,Medium,Medium,1,4,882.5
15165,High,High,2,4,979.75
15166,High,Medium,1,6,913.5
15167,Medium,Low,3,3,1202.75
15168,Low,Medium,2,4,879.5
15169,Medium,Low,1,4,1157
15170,Medium,Medium,2,3,1000
15171,High,Medium,3,4,1113.5
15172,High,Low,1,5,998
15173,High,Low,2,2,1290.5
15174,Medium,Medium,2,2,1203.5
15175,High,High,1,3,1001.5
15176,Medium,Low,3,2,129.25
15177,Medium,High,2,5,1169.75
15178,Low,High,1,3,1048.25
15179,High,High,1,5,829
15180,High,Low,1,2,217
15181,Low,High,3,3,1100
15182,Medium,Low,1,3,1460.25
15183,Medium,Low,1,5,1215.25
15184,Low,High,1,2,257
15185,High,High,2,3,1051
15186,Medium,Medium,1,5,194.5
15187,Low,Low,2,3,1098.25
15188,Medium,High,2,2,750.5
15189,Medium,Medium,2,4,935.5
15190,Low,High,1,4,1191.75
15191,Low,High,2,4,787.75
15192,High,Medium,1,3,384.25
15193,Medium,Medium,2,6,249.25
15194,High,Medium,1,4,878.5
15195,Low,High,2,2,964.75
15196,Low,High,1,5,787.75
15197,High,Medium,2,3,253.75
15198,Medium,Low,1,2,1090.5
15199,High,Medium,1,2,229.5
15200,High,Medium,1,2,206.5
15201,Medium,High,3,4,1021.25
15202,Low,High,3,3,1342.25
15203,Medium,High,1,4,1062
15204,Medium,High,2,2,1012.75
15205,Medium,Low,1,4,738.75
15206,Medium,Medium,1,2,984.25
15207,High,Medium,1,3,1100
15208,Medium,Low,1,3,702.25
15209,Medium,Medium,1,2,353
15210,Medium,High,2,3,1178.75
15211,Medium,Low,2,2,1256.75
15212,Medium,Low,1,2,1091.5
15213,Medium,High,1,4,130.5
15214,High,Medium,2,4,1152.25
15215,High,Medium,2,5,287.75
15216,Medium,Medium,3,4,142.5
15217,Medium,Medium,2,3,870.5
15218,Medium,Low,2,4,1151.25
15219,Low,Medium,3,3,930.75
15220,Medium,High,2,4,1106
15221,Medium,High,2,3,867.5
15222,Medium,Medium,1,3,1063.75
15223,Medium,High,1,4,214
15224,Low,High,1,4,1713.75
15225,High,High,1,2,984.75
15226,Low,Low,2,4,1390
15227,Low,Medium,2,5,1176
15228,Low,Medium,1,3,865.5
15229,Low,Low,2,2,1002.75
15230,High,Low,3,2,1296.25
15231,High,High,1,3,1190.25
15232,High,Medium,3,3,336.75
15233,Low,High,4,3,163.5
15234,Medium,Medium,1,4,628.75
15235,Medium,Medium,1,3,909.5
15236,High,High,1,4,1346.25
15237,Medium,Low,1,2,1079.25
15238,High,High,4,4,745.25
15239,High,High,2,5,784.75
15240,Low,Medium,1,5,960.75
15241,Medium,Medium,2,3,894
15242,Medium,Medium,2,3,329.25
15243,Medium,High,2,5,780.75
15244,Low,Low,2,4,680
15245,Medium,Low,3,4,890.75
15246,Low,Low,2,4,1635.75
15247,Low,Medium,3,4,1065.25
15248,Medium,Low,1,4,337.25
15249,Low,Low,1,3,1215.5
15250,High,Medium,2,4,829
15251,Medium,Low,2,3,939
15252,High,High,2,4,984.5
15253,Medium,Low,4,3,1047
15254,Medium,High,1,3,1341.25
15255,Medium,High,1,5,1086.75
15256,High,High,3,3,1155.5
15257,Medium,Low,3,4,1014.75
15258,Medium,High,2,4,209.75
15259,Medium,Low,2,2,1139.25
15260,Medium,High,2,3,2320.5
15261,High,Medium,3,2,1056.75
15262,Medium,Low,1,1,1111.5
15263,High,High,3,5,1026.25
15264,Medium,Medium,2,5,142.5
15265,Low,High,1,4,793
15266,Medium,Medium,2,5,1107.25
15267,Medium,Low,1,6,1637.5
15268,High,Medium,2,4,817.25
15269,Low,Low,1,5,1000.75
15270,Medium,High,1,4,939.75
15271,Medium,High,3,3,257.5
15272,High,High,2,5,1094.25
15273,Medium,Medium,3,4,1195
15274,High,High,2,3,1058.5
15275,Low,High,3,3,1018.5
15276,High,Medium,2,6,731.75
15277,Low,Low,2,4,987.5
15278,High,Medium,2,3,1340.75
15279,Low,High,1,4,871.5
15280,Low,Medium,3,4,1120
15281,High,Low,3,2,1011.75
15282,Medium,Low,3,4,225.5
15283,Medium,Medium,1,4,261.5
15284,High,Low,2,3,1333.25
15285,Low,High,2,3,907.25
15286,High,High,2,3,1094.75
15287,Medium,Medium,3,4,812.25
15288,Medium,Low,2,5,1322.75
15289,High,Medium,2,4,759.75
15290,Medium,Medium,2,3,853.75
15291,Medium,Medium,2,3,939.25
15292,Medium,Low,1,4,953.5
15293,Medium,High,1,2,1117.75
15294,High,High,3,3,1070.75
15295,Medium,High,1,2,1018
15296,Medium,Low,2,3,216.75
15297,Medium,Low,2,4,664.75
15298,Medium,Low,2,4,1114.25
15299,Low,Low,1,3,807.25
15300,Medium,Medium,2,4,1047
15301,High,Medium,2,5,1093
15302,Low,Medium,4,2,182
15303,High,High,2,3,705.25
15304,Medium,Medium,1,4,1121.25
15305,High,Low,2,4,762.5
15306,Medium,Low,2,3,302
15307,Low,High,2,3,1022.75
15308,High,High,3,4,1193.5
15309,Medium,Medium,3,3,1026
15310,Low,High,2,4,1091
15311,High,Medium,2,4,190
15312,Medium,Low,2,3,715.25
15313,Low,High,1,2,226.25
15314,Medium,Medium,2,4,835
15315,Medium,Low,1,3,791.25
15316,High,Medium,4,4,1463.5
15317,Medium,High,1,4,1043.5
15318,Medium,Low,2,6,687
15319,Low,Medium,2,4,869
15320,Medium,High,1,3,127
15321,Low,Medium,2,2,756.5
15322,High,Medium,1,2,1067.5
15323,Medium,Low,3,3,808
15324,Low,High,2,6,1074.25
15325,Medium,Low,1,4,1025.25
15326,Low,High,2,4,1062
15327,Medium,Medium,2,5,365.5
15328,Medium,Low,4,2,1009.5
15329,Medium,Low,1,4,1216
15330,Low,High,1,3,1045.75
15331,Medium,Low,2,2,1396.75
15332,Medium,High,3,5,172.25
15333,Medium,High,1,3,1252.25
15334,Medium,High,3,2,1066.75
15335,Medium,High,1,5,211.75
15336,Low,Low,1,4,931.5
15337,Low,High,3,4,1282.75
15338,Medium,High,3,4,103.5
15339,Medium,Medium,3,3,1194.5
15340,High,Medium,3,1,1050.75
15341,Low,High,3,5,1330.75
15342,Low,Low,1,4,917.75
15343,Low,Low,1,4,743.75
15344,Medium,Medium,2,4,905.75
15345,Low,Low,2,4,394
15346,Low,Medium,1,3,824.25
15347,Medium,Low,1,4,1113.25
15348,High,High,3,5,347
15349,High,Low,1,3,812.25
15350,High,Low,1,2,1030
15351,Low,Low,3,3,913.25
15352,Medium,Low,3,2,872
15353,High,High,2,4,201.25
15354,Medium,Medium,3,4,1556.25
15355,Low,Medium,1,4,976
15356,High,High,3,5,985
15357,Low,High,3,2,1435.25
15358,Medium,Low,1,4,1146.75
15359,Medium,Low,1,4,890.5
15360,Medium,High,1,4,247
15361,Medium,High,2,2,157
15362,Medium,Medium,2,4,1132.75
15363,Medium,Low,2,6,214
15364,Low,Low,2,3,1260.25
15365,Medium,Medium,3,4,1036.5
15366,Medium,Low,3,2,93.25
15367,Medium,Medium,2,1,1205
15368,Low,Low,3,2,1010.25
15369,Low,Medium,1,4,1207
15370,Medium,Low,2,3,1112
15371,High,Medium,2,3,1193.25
15372,Low,Medium,3,2,791.75
15373,Medium,Low,3,2,917.5
15374,Low,High,1,5,761.25
15375,Low,Medium,3,4,1152.5
15376,High,Medium,2,2,991.75
15377,High,Low,3,4,1078.5
15378,Low,High,3,3,1279.5
15379,Medium,High,2,5,721
15380,Low,Low,2,4,1092.25
15381,Medium,High,1,4,159.5
15382,Medium,Medium,4,4,1122.5
15383,High,Medium,2,4,1090
15384,Low,High,3,4,1283.75
15385,Low,Medium,1,4,1078.75
15386,High,Medium,2,4,1095.5
15387,Medium,Low,2,3,1047
15388,Medium,Medium,1,3,1564.5
15389,High,High,1,3,753.5
15390,Low,Low,2,5,1010
15391,Low,Low,2,3,1098.25
15392,Low,Low,1,4,1434.5
15393,High,Low,2,5,1782.75
15394,Low,High,2,4,844.25
15395,Medium,Medium,3,5,344
15396,Medium,Medium,2,3,1067
15397,High,Medium,1,2,243.5
15398,Medium,Low,2,3,1284.5
15399,Medium,Low,1,2,1873
15400,Medium,Low,3,5,714.75
15401,Medium,Low,3,4,1064.75
15402,Low,Medium,3,5,671
15403,Low,Low,3,3,289.5
15404,High,Low,2,4,956.75
15405,Medium,Medium,1,5,851.75
15406,Low,High,2,3,1867.25
15407,High,High,3,3,893
15408,Medium,Medium,2,4,923.5
15409,Medium,Low,1,2,1119
15410,Low,Medium,1,3,883
15411,Medium,Low,2,3,1090
15412,Medium,Low,1,2,996
15413,Low,Medium,1,4,917.75
15414,Medium,Low,2,4,1133
15415,Low,Medium,3,5,1003.25
15416,Medium,Low,2,2,1041.75
15417,Medium,Low,1,4,1121.5
15418,Medium,Low,2,5,1148.25
15419,Medium,Medium,1,4,1175
15420,Medium,High,2,5,365.5
15421,Medium,Medium,2,3,1119
15422,Low,Medium,2,3,858.75
15423,High,High,1,2,1074.75
15424,High,Medium,1,3,829.75
15425,Medium,Low,2,2,744
15426,Medium,Low,1,4,1201.75
15427,Medium,Low,3,1,1263.75
15428,Low,Medium,1,2,1209.5
15429,Medium,Medium,1,2,1467.5
15430,Low,High,2,2,259
15431,High,High,1,4,1030.75
15432,Medium,High,2,3,729.75
15433,Low,Low,1,2,1237.25
15434,High,Low,2,1,1242.75
15435,High,Low,1,5,1752.75
15436,High,Medium,2,2,973.75
15437,Low,High,1,5,763.5
15438,High,Low,3,4,241
15439,Medium,High,1,4,752.5
15440,Medium,Medium,2,3,1053
15441,High,Low,1,6,883.25
15442,Medium,Medium,1,2,1189.5
15443,Medium,High,2,5,730
15444,Medium,Medium,2,5,1241.75
15445,Low,Low,2,5,1379
15446,High,High,2,2,929.25
15447,Low,Medium,1,3,1295.5
15448,Low,Low,3,4,644
15449,Medium,Low,1,3,953.25
15450,Medium,Low,2,4,1095
15451,Medium,Low,2,2,1085
15452,Medium,Low,2,5,1053.75
15453,Medium,High,2,4,978
15454,Medium,High,2,4,195.25
15455,Medium,Medium,2,2,611.75
15456,High,High,2,2,697.75
15457,Medium,Medium,2,4,1281
15458,High,High,3,4,1302.25
15459,Medium,Medium,2,4,790.75
15460,High,High,1,3,1273.75
15461,Medium,Low,2,3,1019.5
15462,Medium,Medium,2,3,954.75
15463,Medium,High,2,2,969.5
15464,Medium,Low,1,4,766.25
15465,High,Medium,3,3,729.5
15466,High,Low,2,5,1052.5
15467,Low,Low,4,4,1171.75
15468,Low,High,2,3,971.75
15469,Medium,High,1,5,1216
15470,Medium,High,3,4,1171
15471,Medium,Medium,3,3,1027.5
15472,High,High,3,2,1113.75
15473,Medium,Low,3,1,1256.5
15474,Medium,High,2,3,969.5
15475,Low,High,1,5,273
15476,Medium,Medium,1,3,774.5
15477,Medium,Medium,1,4,1249.25
15478,High,Low,4,3,933
15479,Medium,Medium,3,2,1813
15480,Medium,High,1,4,266.5
15481,High,Low,1,3,1249.75
15482,Low,Medium,2,3,1697.5
15483,Medium,Low,1,4,1026.5
15484,Medium,Low,2,3,936.25
15485,High,Low,1,5,336.75
15486,High,Low,1,3,866
15487,Medium,Medium,1,3,178
15488,High,Low,2,2,970.25
15489,High,High,2,1,728.25
15490,Low,Low,2,4,168.75
15491,High,Medium,1,3,792.75
15492,High,High,1,3,713.75
15493,High,High,2,3,631.5
15494,Low,High,3,4,165.75
15495,High,High,2,3,1090.25
15496,Medium,Medium,1,4,1090.5
15497,Medium,Medium,3,5,986
15498,High,Low,2,3,1065.25
15499,Medium,Low,3,5,1254.75
15500,Medium,High,2,5,279.25
15501,Medium,Medium,1,6,937.75
15502,Low,High,1,5,925.25
15503,High,Medium,1,3,1066.5
15504,High,Low,2,3,310.75
15505,Low,High,2,3,1271.5
15506,High,Medium,2,4,1032.75
15507,Medium,Low,1,4,957.5
15508,Low,High,1,4,1214.25
15509,Low,High,2,3,392.75
15510,Medium,Medium,2,2,746.75
15511,Medium,Low,2,4,1095.75
15512,High,Low,2,2,965
15513,Medium,Medium,1,4,1281.5
15514,Low,High,1,3,1337.25
15515,Medium,Low,2,1,1024.25
15516,Low,Low,4,4,1131.25
15517,High,High,1,3,960.25
15518,Low,High,2,4,1127.5
15519,Medium,Low,1,1,202.25
15520,High,Medium,3,5,829.25
15521,Medium,Medium,1,3,1297.75
15522,Low,Medium,2,5,900.75
15523,Medium,Low,2,4,948.5
15524,Low,Medium,2,3,986.25
15525,Medium,High,3,5,229.25
15526,Medium,Low,1,3,1246.25
15527,Medium,Low,2,3,1240.25
15528,Medium,Medium,3,3,1090.25
15529,Medium,Medium,1,3,786.5
15530,Medium,Low,2,3,1386.25
15531,Medium,High,1,3,1118.25
15532,High,Low,3,3,886.5
15533,Medium,Low,1,5,1118
15534,Medium,High,1,3,998.75
15535,High,High,1,3,1038.75
15536,High,High,2,2,1093.75
15537,Low,Low,2,4,818.5
15538,High,High,1,3,1109.25
15539,Medium,High,2,3,295.5
15540,High,Low,1,3,1035.75
15541,High,Low,2,4,1023
15542,High,High,1,5,975.75
15543,Medium,High,2,2,1122
15544,Medium,Medium,1,3,326.5
15545,Low,Low,2,5,1108.75
15546,Medium,High,2,5,1093.5
15547,High,Medium,1,4,1287.25
15548,Medium,High,3,3,127.25
15549,Low,Medium,2,4,1712.25
15550,Low,Low,3,3,987
15551,Medium,Medium,1,4,1001.5
15552,High,Low,3,3,1310.5
15553,Low,High,1,2,235
15554,Low,High,4,2,943
15555,Medium,Medium,1,2,992.25
15556,Low,High,1,3,1080.75
15557,Medium,Medium,2,5,716.5
15558,Low,Low,2,4,1077.5
15559,Medium,Medium,1,2,1001.75
15560,Medium,Medium,1,3,955.5
15561,High,Low,1,4,178.75
15562,High,Medium,1,4,1802.25
15563,Low,High,2,2,1074.75
15564,Low,High,1,2,1187.75
15565,High,High,2,2,1362.75
15566,Low,High,2,3,988
15567,Medium,Low,2,5,953.75
15568,Medium,High,2,4,959
15569,High,High,3,4,945.25
15570,High,Low,2,4,966.5
15571,Medium,Medium,2,5,1312
15572,High,Medium,1,3,1141
15573,Low,Medium,3,4,1079.5
15574,Low,Medium,1,3,930
15575,Medium,High,1,5,380.5
15576,Medium,Low,1,3,1076.5
15577,Low,Medium,2,4,1092.25
15578,Low,Low,2,3,1062
15579,Medium,High,4,4,1077
15580,Medium,Low,2,4,992.75
15581,Low,Medium,1,2,1235.5
15582,High,High,2,5,1375
15583,Medium,Low,2,2,976.5
15584,Low,Medium,1,2,1068.5
15585,High,Medium,3,3,1178.75
15586,Low,Low,2,5,1016
15587,Low,Medium,3,1,1098.75
15588,Medium,High,3,4,925.75
15589,Medium,High,2,2,1117.75
15590,High,High,1,2,888.75
15591,Medium,Medium,2,3,695
15592,Medium,Medium,1,2,1050.5
15593,Medium,Low,2,4,923.5
15594,High,Medium,2,5,886.5
15595,Medium,Medium,2,5,1070
15596,High,High,2,3,1114.75
15597,Medium,Low,3,2,931
15598,Medium,High,2,4,971.75
15599,High,Medium,2,3,821.75
15600,High,Low,3,3,1046.75
15601,Medium,Low,3,4,648.75
15602,High,Low,3,4,969.5
15603,Medium,Medium,4,2,1597.25
15604,High,Medium,1,4,183.5
15605,Low,High,1,4,1146.75
15606,Medium,Medium,3,3,976.5
15607,Low,High,1,2,986.25
15608,Low,High,2,2,1071.75
15609,High,Low,1,4,2271.5
15610,Medium,High,2,3,160.75
15611,Medium,Low,3,4,905.5
15612,High,High,1,3,949.25
15613,High,Low,1,3,1309.25
15614,Low,Low,2,4,901
15615,Medium,Medium,3,5,1434.75
15616,Medium,Medium,2,5,963.75
15617,Medium,High,1,5,1102
15618,Low,High,2,5,215.25
15619,Medium,High,2,5,1072.5
15620,Low,Medium,2,4,170
15621,Medium,Low,1,4,1253
15622,Medium,Medium,2,4,1105.75
15623,High,High,1,4,1283.5
15624,Low,Medium,3,4,842.75
15625,Medium,High,2,6,715.25
15626,Medium,High,1,4,971.5
15627,High,Low,1,4,1187.75
15628,Low,Low,2,6,1039.5
15629,Medium,High,1,2,1025.5
15630,Medium,Medium,2,3,1211
15631,Medium,High,1,4,988
15632,High,Low,2,4,237.25
15633,Low,High,2,3,184.25
15634,Medium,Medium,2,6,1111.25
15635,Low,Low,2,3,224.75
15636,Medium,High,1,5,1319.75
15637,Medium,Medium,2,5,260.75
15638,Medium,High,1,2,1298.75
15639,Medium,Low,3,4,1036
15640,Medium,Medium,1,3,1160.5
15641,Medium,High,1,4,1040.5
15642,High,Medium,2,4,980.5
15643,Low,High,2,3,1066.25
15644,Low,High,3,4,1058.75
15645,High,High,2,4,338
15646,High,Low,2,2,1135.25
15647,Low,Low,2,3,1076.75
15648,Medium,Medium,1,3,1202.75
15649,High,High,2,4,1037.25
15650,Low,Low,1,1,1107
15651,Medium,Low,2,5,325.25
15652,Medium,Medium,2,4,270.75
15653,High,Low,3,4,1047.5
15654,Low,Low,2,2,1443
15655,Medium,Medium,1,4,779
15656,Low,Low,1,4,841.25
15657,Low,Low,2,5,291.25
15658,Medium,Low,2,4,1010
15659,Low,Medium,2,3,1000.5
15660,Low,Low,1,2,1168.25
15661,High,High,2,5,1175.25
15662,Low,Medium,1,4,907.75
15663,Low,Medium,2,4,853.75
15664,High,Low,3,4,294.25
15665,High,High,1,3,226.25
15666,Medium,High,3,3,212
15667,Low,Low,1,3,1071
15668,Medium,Low,3,2,1017.75
15669,Medium,High,1,6,232.5
15670,Medium,Medium,3,4,867.5
15671,Low,Medium,1,4,253
15672,Low,High,1,4,287.25
15673,Medium,Medium,1,4,1159
15674,Low,High,2,6,768.25
15675,Low,Medium,3,4,1018.75
15676,High,Low,1,4,1281.5
15677,High,Low,2,2,645.5
15678,High,High,3,3,1250.5
15679,Low,Low,3,4,1108.25
15680,Medium,Medium,1,2,1345.75
15681,Medium,Medium,2,4,1146.25
15682,Low,Medium,3,2,775
15683,Medium,Low,1,5,1087.5
15684,High,Medium,1,4,1004.25
15685,Low,High,2,3,664.5
15686,Low,High,1,4,843
15687,Medium,High,3,2,1727.5
15688,Medium,Medium,2,4,979.25
15689,High,High,3,4,1007.5
15690,Low,Medium,1,5,308.5
15691,High,Low,3,3,1159
15692,High,Medium,2,3,325.5
15693,Low,Medium,3,3,309.25
15694,High,High,1,4,384.75
15695,High,Low,2,5,378.75
15696,Low,High,1,4,1395.5
15697,Medium,Low,4,4,1269.5
15698,Medium,Low,1,4,1026
15699,Medium,High,2,2,1105.75
15700,Low,Medium,3,4,1311.75
15701,Medium,Medium,1,2,960.25
15702,High,Low,2,4,1188
15703,Medium,Low,2,3,277.25
15704,High,Medium,2,2,1058.75
15705,Medium,Low,1,3,1237.5
15706,Medium,High,3,3,1414
15707,Low,Low,2,3,758.25
15708,High,High,1,2,0
15709,Medium,Low,3,6,985.25
15710,Medium,Low,1,4,1091.75
15711,Medium,Medium,2,5,311.25
15712,Medium,High,2,5,1007
15713,Medium,Medium,2,3,1016.25
15714,Medium,Low,2,5,726.75
15715,Medium,Low,2,4,1249.5
15716,Medium,Low,2,3,947.75
15717,Low,Medium,2,5,1240.25
15718,Medium,Low,2,4,1046.75
15719,Medium,Low,1,2,1390.75
15720,Medium,Medium,3,4,1344.5
15721,Medium,Medium,2,5,699.75
15722,Medium,Medium,3,5,893
15723,Medium,High,1,5,1009.25
15724,Medium,Low,3,3,1233.75
15725,Medium,Medium,2,3,1066
15726,Low,Medium,1,3,1242.25
15727,Medium,Medium,1,3,1195.75
15728,High,Medium,2,4,1097.25
15729,Low,Low,1,3,1879.25
15730,Low,High,4,4,969
15731,Low,High,1,3,1269.25
15732,Medium,High,1,3,1026.75
15733,Medium,Low,2,4,1011.5
15734,Medium,Medium,2,4,375.5
15735,Low,Medium,2,3,1232.5
15736,Low,High,2,4,1042.5
15737,Medium,Low,3,4,716
15738,Medium,Medium,2,4,1105.75
15739,Medium,High,1,4,1077.25
15740,High,Low,4,2,1752.25
15741,High,Low,1,5,1010
15742,Medium,Low,2,3,1102
15743,Medium,Low,1,2,916.25
15744,Medium,Low,2,4,1118.25
15745,Medium,Low,2,4,953.5
15746,Medium,Low,2,3,952.75
15747,Low,High,2,4,971.75
15748,High,High,1,3,1074.5
15749,Medium,High,1,4,643.75
15750,Medium,High,2,3,1127
15751,Medium,Medium,1,3,954
15752,Medium,Low,3,2,1206
15753,Medium,Medium,1,4,567.5
15754,High,High,1,3,1137.5
15755,Medium,Medium,2,3,1885.25
15756,High,Low,3,1,304.75
15757,Medium,Low,1,3,241.75
15758,Medium,High,1,3,1219.75
15759,Medium,Low,1,3,883.75
15760,High,Low,1,2,746.25
15761,High,High,1,4,1012
15762,Low,Medium,2,4,1000
15763,Medium,Low,4,5,598.75
15764,Low,Medium,2,5,1213.5
15765,Medium,High,2,3,1128.75
15766,Low,High,2,5,1076.25
15767,Medium,Medium,1,1,713.25
15768,Medium,Low,3,4,91
15769,High,Low,1,3,1037.75
15770,Medium,High,1,4,1147.5
15771,Medium,High,2,4,271.25
15772,Medium,Low,3,4,684.75
15773,Medium,High,3,3,1007
15774,Low,High,3,3,982
15775,High,Low,3,3,820.5
15776,High,High,2,3,1002.75
15777,Low,Medium,2,3,891.75
15778,Medium,Medium,1,4,982
15779,Medium,High,2,5,205
15780,Medium,High,1,3,1168.75
15781,High,Low,1,5,974.25
15782,Medium,Medium,3,3,1172.75
15783,Medium,High,1,4,727.5
15784,High,High,1,3,230
15785,High,Medium,2,3,1169.5
15786,High,Low,2,3,817.75
15787,Medium,High,3,2,328.5
15788,High,High,1,2,1279.25
15789,Medium,Low,2,5,1089.75
15790,Medium,Medium,1,4,191
15791,Medium,Low,3,5,1248.5
15792,Low,Low,3,5,1250.25
15793,Medium,High,2,4,1103.25
15794,High,Low,2,4,711.25
15795,Medium,Medium,1,2,732
15796,Low,High,2,4,1403.5
15797,High,Low,2,3,902.5
15798,Medium,Medium,1,3,1364.25
15799,Low,Medium,1,3,238
15800,High,High,2,2,1282.5
15801,Medium,High,3,1,1068.5
15802,Low,Low,2,1,698
15803,Medium,Medium,3,2,1222
15804,High,High,4,6,916.75
15805,Medium,Medium,1,3,269.75
15806,Medium,High,2,5,1175.75
15807,Medium,Medium,2,4,707.25
15808,Medium,Medium,3,4,1559.25
15809,High,High,1,2,838
15810,Medium,Low,3,5,1409.75
15811,High,Medium,2,3,184
15812,Medium,Low,3,4,686.75
15813,Medium,Low,1,4,1031.5
15814,High,High,3,4,860.5
